FlyPopulationCode;RefCode;SiteCode;FlyFamily;FlyGenus;FlySpecies;FlySubspecies;CurrentFlySpecies;FlyCaptureNumber;FlyFemales;FlyMales;FlyUndetermined;
BFFPOP2136;BFR111;BFA433;;Penicillidia;Penicillidia dufourii;;Penicillidia dufourii;1;0;1;0;
BFFPOP2137;BFR111;BFA433;Nycteribiidae;Phthiridium;Phthiridium biarticulatum;;Phthiridium biarticulatum;10;7;3;0;
BFFPOP2138;BFR111;BFA434;Nycteribiidae;Phthiridium;Phthiridium integrum;;Phthiridium integrum;3;3;0;0;
BFFPOP2139;BFR111;BFA435;;Penicillidia;Penicillidia conspicua;;Penicillidia conspicua;2;1;1;0;
BFFPOP2140;BFR112;BFA436;Streblidae;Raymondia;Raymondia alulata;;Raymondia alulata;6;2;4;0;
BFFPOP2141;BFR113;BFA437;;Penicillidia;Penicillidia sp.;;Penicillidia sp.;NA;NA;NA;NA;
BFFPOP2142;BFR114;BFA438;;Penicillidia;Penicillidia sp.;;Penicillidia sp.;132;NA;NA;132;
BFFPOP2143;BFR114;BFA438;Streblidae;Streblidae;Streblidae;;Streblidae;20;NA;NA;20;
BFFPOP2144;BFR115;BFA439;Streblidae;Paratrichobius;Paratrichobius dunni;;Paratrichobius dunni;1;NA;NA;1;
BFFPOP2145;BFR115;BFA439;Streblidae;Neotrichobius;Neotrichobius stenopterus;;Neotrichobius stenopterus;1;NA;NA;1;
BFFPOP2146;BFR116;BFA440;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;10;NA;NA;10;
BFFPOP2147;BFR116;BFA440;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;10;NA;NA;10;
BFFPOP2148;BFR116;BFA440;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;8;NA;NA;8;
BFFPOP2149;BFR116;BFA440;Streblidae;Aspidoptera;Aspidoptera falcata;;Aspidoptera falcata;8;NA;NA;8;
BFFPOP2150;BFR116;BFA440;Streblidae;Trichobius;Trichobius tiptoni;;Trichobius tiptoni;3;NA;NA;3;
BFFPOP2151;BFR116;BFA440;Nycteribiidae;Basilia;Basilia quadrosae;;Basilia quadrosae;7;NA;NA;7;
BFFPOP2152;BFR117;BFA441;Streblidae;Trichobius;Trichobius lonchophyllae;;Trichobius lonchophyllae;NA;NA;NA;NA;
BFFPOP2153;BFR118;BFA442;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;2;1;1;0;
BFFPOP2154;BFR118;BFA443;Streblidae;Trichobius;Trichobius frequens;;Trichobius frequens;3;1;2;0;
BFFPOP2155;BFR118;BFA444;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;1;0;1;0;
BFFPOP2156;BFR118;BFA445;Streblidae;Trichobius;Trichobius intermedius;;Trichobius intermedius;2;2;0;0;
BFFPOP2157;BFR119;BFA446;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;5;NA;NA;5;
BFFPOP2158;BFR119;BFA446;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;15;NA;NA;15;
BFFPOP2159;BFR119;BFA446;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;1;NA;NA;1;
BFFPOP2160;BFR119;BFA446;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;5;NA;NA;5;
BFFPOP2161;BFR119;BFA446;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;2;NA;NA;2;
BFFPOP2162;BFR119;BFA446;Streblidae;Trichobius;Trichobius costalimai;;Trichobius costalimai;6;NA;NA;6;
BFFPOP2163;BFR119;BFA446;Streblidae;Mastoptera;Mastoptera minuta;;Mastoptera minuta;4;NA;NA;4;
BFFPOP2164;BFR120;BFA447;Streblidae;Aspidoptera;Aspidoptera falcata;;Aspidoptera falcata;1;1;0;0;
BFFPOP2165;BFR120;BFA447;Streblidae;Mastoptera;Mastoptera minuta;;Mastoptera minuta;21;12;9;0;
BFFPOP2166;BFR120;BFA447;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;7;3;4;0;
BFFPOP2167;BFR120;BFA447;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;28;15;13;0;
BFFPOP2168;BFR120;BFA447;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;47;16;24;0;
BFFPOP2169;BFR120;BFA447;Streblidae;Strebla;Strebla altmani;;Strebla altmani;4;2;2;0;
BFFPOP2170;BFR120;BFA447;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;2;0;1;1;
BFFPOP2171;BFR120;BFA447;Streblidae;Strebla;Strebla tonatiae;;Strebla tonatiae;2;1;1;0;
BFFPOP2172;BFR120;BFA447;Streblidae;Trichobioides;Trichobioides perspicillatus;;Trichobioides perspicillatus;4;2;2;0;
BFFPOP2173;BFR120;BFA447;Streblidae;Trichobius;Trichobius affinis;;Trichobius affinis;1;0;1;0;
BFFPOP2174;BFR120;BFA447;Streblidae;Trichobius;Trichobius costalimai;;Trichobius costalimai;42;18;24;0;
BFFPOP2175;BFR120;BFA447;Streblidae;Trichobius;Trichobius dugesioides;dugesioides;Trichobius dugesioides dugesioides;32;7;24;1;
BFFPOP2176;BFR120;BFA447;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;144;38;84;0;
BFFPOP2177;BFR120;BFA447;Streblidae;Trichobius;Trichobius longipes;;Trichobius longipes;15;1;1;0;
BFFPOP2178;BFR120;BFA447;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;1;0;1;0;
BFFPOP2179;BFR120;BFA447;Streblidae;Trichobius;Trichobius sp. (dugesii complex);;Trichobius sp. (dugesii complex);2;0;2;0;
BFFPOP2180;BFR121;BFA448;Streblidae;Aspidoptera;Aspidoptera falcata;;Aspidoptera falcata;14;NA;NA;14;
BFFPOP2181;BFR121;BFA448;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;2;NA;NA;2;
BFFPOP2182;BFR121;BFA448;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;7;NA;NA;7;
BFFPOP2183;BFR121;BFA448;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;12;NA;NA;12;
BFFPOP2184;BFR121;BFA448;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;27;NA;NA;27;
BFFPOP2185;BFR121;BFA448;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;3;NA;NA;3;
BFFPOP2186;BFR121;BFA448;Streblidae;Strebla;Strebla hertigi;;Strebla hertigi;11;NA;NA;11;
BFFPOP2187;BFR121;BFA448;Streblidae;Trichobioides;Trichobioides perspicillatus;;Trichobioides perspicillatus;16;NA;NA;16;
BFFPOP2188;BFR121;BFA448;Streblidae;Trichobius;Trichobius anducei;;Trichobius anducei;7;NA;NA;7;
BFFPOP2189;BFR121;BFA448;Streblidae;Trichobius;Trichobius cf. angulatus;;Trichobius cf. angulatus;3;NA;NA;3;
BFFPOP2190;BFR121;BFA448;Streblidae;Trichobius;Trichobius costalimai;;Trichobius costalimai;24;NA;NA;24;
BFFPOP2191;BFR121;BFA448;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;123;NA;NA;123;
BFFPOP2192;BFR121;BFA448;Streblidae;Trichobius;Trichobius longipes;;Trichobius longipes;1;NA;NA;1;
BFFPOP2193;BFR121;BFA448;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;2;NA;NA;2;
BFFPOP2194;BFR121;BFA448;Streblidae;Trichobius;Trichobius sp.;;Trichobius sp.;3;NA;NA;3;
BFFPOP2195;BFR121;BFA448;Streblidae;Trichobius;Trichobius sp. (complex dugesii);;Trichobius sp. (complex dugesii);5;NA;NA;5;
BFFPOP2196;BFR121;BFA448;Streblidae;Trichobius;Trichobius sp.1;;Trichobius sp.1;1;NA;NA;1;
BFFPOP2197;BFR121;BFA448;Streblidae;Trichobius;Trichobius tiptoni;;Trichobius tiptoni;8;NA;NA;8;
BFFPOP2198;BFR122;BFA449;Nycteribiidae;Basilia;Basilia truncata;;Basilia truncata;5;3;2;0;
BFFPOP2199;BFR122;BFA450;Nycteribiidae;Basilia;Basilia rybini;;Basilia rybini;23;11;12;0;
BFFPOP2200;BFR122;BFA450;Nycteribiidae;Nycteribia;Nycteribia quasiocellata;;Nycteribia quasiocellata;84;47;37;0;
BFFPOP2201;BFR122;BFA450;;Penicillidia;Penicillidia monoceros;;Penicillidia monoceros;1;1;0;0;
BFFPOP2202;BFR122;BFA451;Nycteribiidae;Nycteribia;Nycteribia kolenatii;;Nycteribia kolenatii;5;3;2;0;
BFFPOP2203;BFR122;BFA452;Nycteribiidae;Nycteribia;Nycteribia kolenatii;;Nycteribia kolenatii;24;12;12;0;
BFFPOP2204;BFR122;BFA453;Nycteribiidae;Nycteribia;Nycteribia kolenatii;;Nycteribia kolenatii;18;11;7;0;
BFFPOP2205;BFR122;BFA454;Nycteribiidae;Nycteribia;Nycteribia kolenatii;;Nycteribia kolenatii;14;7;7;0;
BFFPOP2206;BFR122;BFA455;Nycteribiidae;Nycteribia;Nycteribia quasiocellata;;Nycteribia quasiocellata;5;4;1;0;
BFFPOP2207;BFR122;BFA456;Nycteribiidae;Basilia;Basilia nattereri;;Basilia nattereri;1;0;1;0;
BFFPOP2208;BFR122;BFA457;Nycteribiidae;Basilia;Basilia mongolensis nudior;;Basilia mongolensis nudior;1;1;0;0;
BFFPOP2209;BFR122;BFA457;Nycteribiidae;Basilia;Basilia nattereri;;Basilia nattereri;1;1;0;0;
BFFPOP2210;BFR122;BFA458;Nycteribiidae;Basilia;Basilia nana;;Basilia nana;1;0;1;0;
BFFPOP2211;BFR122;BFA459;Nycteribiidae;Basilia;Basilia mongolensis nudior;;Basilia mongolensis nudior;1;1;0;0;
BFFPOP2212;BFR122;BFA460;;Penicillidia;Penicillidia dufourii;;Penicillidia dufourii;6;3;3;0;
BFFPOP2213;BFR122;BFA460;Nycteribiidae;Basilia;Basilia nattereri;;Basilia nattereri;6;2;4;0;
BFFPOP2214;BFR122;BFA460;Nycteribiidae;Nycteribia;Nycteribia vexata;;Nycteribia vexata;1;1;0;0;
BFFPOP2215;BFR122;BFA461;Nycteribiidae;Basilia;Basilia nattereri;;Basilia nattereri;1;0;1;0;
BFFPOP2216;BFR122;BFA461;;Penicillidia;Penicillidia dufourii;;Penicillidia dufourii;1;1;0;0;
BFFPOP2217;BFR122;BFA462;Nycteribiidae;Basilia;Basilia truncata;;Basilia truncata;3;3;0;0;
BFFPOP2218;BFR122;BFA463;Nycteribiidae;Basilia;Basilia rybini;;Basilia rybini;1;1;0;0;
BFFPOP2219;BFR122;BFA464;Nycteribiidae;Nycteribia;Nycteribia formosana;;Nycteribia formosana;2;1;1;0;
BFFPOP2220;BFR122;BFA465;Nycteribiidae;Basilia;Basilia rybini;;Basilia rybini;1;0;1;0;
BFFPOP2221;BFR122;BFA466;Nycteribiidae;Basilia;Basilia nana;;Basilia nana;2;1;1;0;
BFFPOP2222;BFR122;BFA467;Nycteribiidae;Nycteribia;Nycteribia quasiocellata;;Nycteribia quasiocellata;5;3;2;0;
BFFPOP2223;BFR122;BFA467;Nycteribiidae;Basilia;Basilia rybini;;Basilia rybini;4;2;2;0;
BFFPOP2224;BFR122;BFA468;;Penicillidia;Penicillidia monoceros;;Penicillidia monoceros;1;0;1;0;
BFFPOP2225;BFR122;BFA468;Nycteribiidae;Nycteribia;Nycteribia kolenatii;;Nycteribia kolenatii;5;4;1;0;
BFFPOP2226;BFR122;BFA469;;Penicillidia;Penicillidia monoceros;;Penicillidia monoceros;4;1;3;0;
BFFPOP2227;BFR122;BFA470;Nycteribiidae;Basilia;Basilia rybini;;Basilia rybini;1;0;1;0;
BFFPOP2228;BFR122;BFA471;Nycteribiidae;Nycteribia;Nycteribia kolenatii;;Nycteribia kolenatii;3;0;3;0;
BFFPOP2229;BFR122;BFA472;Nycteribiidae;Basilia;Basilia rybini;;Basilia rybini;19;9;10;0;
BFFPOP2230;BFR122;BFA472;;Penicillidia;Penicillidia monoceros;;Penicillidia monoceros;7;2;5;0;
BFFPOP2231;BFR122;BFA473;Nycteribiidae;Basilia;Basilia mongolensis mongolensis;;Basilia mongolensis mongolensis;2;2;0;0;
BFFPOP2232;BFR122;BFA474;Nycteribiidae;Nycteribia;Nycteribia quasiocellata;;Nycteribia quasiocellata;1;0;1;0;
BFFPOP2233;BFR122;BFA475;Nycteribiidae;Basilia;Basilia rybini;;Basilia rybini;5;3;2;0;
BFFPOP2234;BFR122;BFA475;Nycteribiidae;Nycteribia;Nycteribia quasiocellata;;Nycteribia quasiocellata;4;2;2;0;
BFFPOP2235;BFR122;BFA475;;Penicillidia;Penicillidia monoceros;;Penicillidia monoceros;9;5;4;0;
BFFPOP2236;BFR122;BFA476;;Penicillidia;Penicillidia monoceros;;Penicillidia monoceros;2;2;0;0;
BFFPOP2237;BFR122;BFA477;Nycteribiidae;Basilia;Basilia nattereri;;Basilia nattereri;4;1;3;0;
BFFPOP2238;BFR122;BFA477;Nycteribiidae;Nycteribia;Nycteribia kolenatii;;Nycteribia kolenatii;10;6;4;0;
BFFPOP2239;BFR122;BFA477;;Penicillidia;Penicillidia monoceros;;Penicillidia monoceros;8;6;2;0;
BFFPOP2240;BFR123;BFA478;;Penicillidia;Penicillidia conspicua;;Penicillidia conspicua;33;21;12;0;
BFFPOP2241;BFR123;BFA478;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;18;14;4;0;
BFFPOP2242;BFR123;BFA479;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;38;28;10;0;
BFFPOP2243;BFR123;BFA479;;Penicillidia;Penicillidia conspicua;;Penicillidia conspicua;38;17;21;0;
BFFPOP2244;BFR124;BFA480;Nycteribiidae;Nycteribia;Nycteribia pedicularia;;Nycteribia pedicularia;2;0;2;0;
BFFPOP2245;BFR124;BFA480;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;14;9;5;0;
BFFPOP2246;BFR124;BFA480;;Penicillidia;Penicillidia conspicua;;Penicillidia conspicua;15;7;8;0;
BFFPOP2247;BFR124;BFA480;;Penicillidia;Penicillidia dufourii;;Penicillidia dufourii;1;1;0;0;
BFFPOP2248;BFR124;BFA481;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;2;1;1;0;
BFFPOP2249;BFR124;BFA481;;Penicillidia;Penicillidia conspicua;;Penicillidia conspicua;8;6;2;0;
BFFPOP2250;BFR124;BFA481;;Penicillidia;Penicillidia dufourii;;Penicillidia dufourii;7;4;3;0;
BFFPOP2251;BFR124;BFA482;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;62;40;22;0;
BFFPOP2252;BFR124;BFA482;;Penicillidia;Penicillidia conspicua;;Penicillidia conspicua;19;9;10;0;
BFFPOP2253;BFR124;BFA482;;Penicillidia;Penicillidia dufourii;;Penicillidia dufourii;1;0;1;0;
BFFPOP2254;BFR124;BFA483;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;266;127;139;0;
BFFPOP2255;BFR124;BFA483;;Penicillidia;Penicillidia conspicua;;Penicillidia conspicua;51;31;20;0;
BFFPOP2256;BFR124;BFA483;;Penicillidia;Penicillidia dufourii;;Penicillidia dufourii;10;4;6;0;
BFFPOP2257;BFR124;BFA484;Nycteribiidae;Nycteribia;Nycteribia latreillei;;Nycteribia latreillei;1;0;1;0;
BFFPOP2258;BFR124;BFA484;;Penicillidia;Penicillidia conspicua;;Penicillidia conspicua;10;4;6;0;
BFFPOP2259;BFR124;BFA485;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;102;80;22;0;
BFFPOP2260;BFR124;BFA485;;Penicillidia;Penicillidia conspicua;;Penicillidia conspicua;23;15;8;0;
BFFPOP2261;BFR124;BFA485;;Penicillidia;Penicillidia dufourii;;Penicillidia dufourii;27;11;16;0;
BFFPOP2262;BFR124;BFA486;;Penicillidia;Penicillidia dufourii;;Penicillidia dufourii;4;4;0;0;
BFFPOP2263;BFR124;BFA487;Nycteribiidae;Nycteribia;Nycteribia schmidli;;Nycteribia schmidli;42;22;20;0;
BFFPOP2264;BFR125;BFA488;Nycteribiidae;Nycteribia;Nycteribia schmidli scotti;scotti;Nycteribia schmidli scotti;6;3;3;0;
BFFPOP2265;BFR125;BFA489;Nycteribiidae;Nycteribia;Nycteribia schmidli scotti;scotti;Nycteribia schmidli scotti;24;14;10;0;
BFFPOP2266;BFR126;BFA490;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;2;NA;NA;2;
BFFPOP2267;BFR126;BFA490;Streblidae;Mastoptera;Mastoptera guimaraesi;;Mastoptera guimaraesi;35;NA;NA;35;
BFFPOP2268;BFR126;BFA490;Streblidae;Mastoptera;Mastoptera minuta;;Mastoptera minuta;1;NA;NA;1;
BFFPOP2269;BFR126;BFA490;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;7;NA;NA;7;
BFFPOP2270;BFR126;BFA490;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;3;NA;NA;3;
BFFPOP2271;BFR126;BFA490;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;4;NA;NA;4;
BFFPOP2272;BFR126;BFA490;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;2;NA;NA;2;
BFFPOP2273;BFR126;BFA490;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;61;NA;NA;61;
BFFPOP2274;BFR126;BFA490;Streblidae;Trichobius;Trichobius longipes;;Trichobius longipes;3;NA;NA;3;
BFFPOP2275;BFR126;BFA490;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;53;NA;NA;53;
BFFPOP2276;BFR126;BFA490;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;1;NA;NA;1;
BFFPOP2277;BFR127;BFA491;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;94;NA;NA;94;
BFFPOP2278;BFR127;BFA491;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;9;NA;NA;9;
BFFPOP2279;BFR127;BFA491;Nycteribiidae;Basilia;Basilia anceps;;Basilia anceps;12;NA;NA;12;
BFFPOP2280;BFR127;BFA491;Nycteribiidae;Basilia;Basilia ortizi;;Basilia ortizi;6;NA;NA;6;
BFFPOP2281;BFR127;BFA491;Nycteribiidae;Basilia;Basilia sp.;;Basilia sp.;29;NA;NA;29;
BFFPOP2282;BFR127;BFA491;Streblidae;Mastoptera;Mastoptera minuta complex;;Mastoptera minuta complex;4;NA;NA;4;
BFFPOP2283;BFR127;BFA491;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;43;NA;NA;43;
BFFPOP2284;BFR127;BFA491;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;150;NA;NA;150;
BFFPOP2285;BFR127;BFA491;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;1;NA;NA;1;
BFFPOP2286;BFR127;BFA491;Streblidae;Neotrichobius;Neotrichobius sp.;;Neotrichobius sp.;3;NA;NA;3;
BFFPOP2287;BFR127;BFA491;Streblidae;Neotrichobius;Neotrichobius stenopterus;;Neotrichobius stenopterus;21;NA;NA;21;
BFFPOP2288;BFR127;BFA491;Streblidae;Noctiliostrebla;Noctiliostrebla traubi;;Noctiliostrebla traubi;2;NA;NA;2;
BFFPOP2289;BFR127;BFA491;Streblidae;Nycterophilia;Nycterophilia parnelli;;Nycterophilia parnelli;47;NA;NA;47;
BFFPOP2290;BFR127;BFA491;Streblidae;Paradyschiria;Paradyschiria sp.;;Paradyschiria sp.;4;NA;NA;4;
BFFPOP2291;BFR127;BFA491;Streblidae;Paratrichobius;Paratrichobius dunni;;Paratrichobius dunni;4;NA;NA;4;
BFFPOP2292;BFR127;BFA491;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;13;NA;NA;13;
BFFPOP2293;BFR127;BFA491;Streblidae;Paratrichobius;Paratrichobius sp.;;Paratrichobius sp.;3;NA;NA;3;
BFFPOP2294;BFR127;BFA491;Streblidae;Speiseria;Speiseria ambigua;;Speiseria ambigua;2;NA;NA;2;
BFFPOP2295;BFR127;BFA491;Streblidae;Speiseria;Speiseria peytonae;;Speiseria peytonae;25;NA;NA;25;
BFFPOP2296;BFR127;BFA491;Streblidae;Strebla;Strebla curvata;;Strebla curvata;11;NA;NA;11;
BFFPOP2297;BFR127;BFA491;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;3;NA;NA;3;
BFFPOP2298;BFR127;BFA491;Streblidae;Strebla;Strebla mirabilis;;Strebla mirabilis;7;NA;NA;7;
BFFPOP2299;BFR127;BFA491;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;21;NA;NA;21;
BFFPOP2300;BFR127;BFA491;Streblidae;Trichobius;Trichobius costalimai;;Trichobius costalimai;2;NA;NA;2;
BFFPOP2301;BFR127;BFA491;Streblidae;Trichobius;Trichobius dugesii;;Trichobius dugesii;22;NA;NA;22;
BFFPOP2302;BFR127;BFA491;Streblidae;Trichobius;Trichobius dugesioides;;Trichobius dugesioides;24;NA;NA;24;
BFFPOP2303;BFR127;BFA491;Streblidae;Trichobius;Trichobius jubatus;;Trichobius jubatus;2;NA;NA;2;
BFFPOP2304;BFR127;BFA491;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;59;NA;NA;59;
BFFPOP2305;BFR127;BFA491;Streblidae;Trichobius;Trichobius sp.;;Trichobius sp.;70;NA;NA;70;
BFFPOP2306;BFR127;BFA491;Streblidae;Trichobius;Trichobius sparsus;;Trichobius sparsus;2;NA;NA;2;
BFFPOP2307;BFR127;BFA491;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;33;NA;NA;33;
BFFPOP2308;BFR127;BFA491;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;46;NA;NA;46;
BFFPOP2309;BFR128;BFA492;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;77;NA;NA;77;
BFFPOP2310;BFR128;BFA492;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;45;NA;NA;45;
BFFPOP2311;BFR128;BFA492;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;515;NA;NA;515;
BFFPOP2312;BFR129;BFA493;Streblidae;Aspidoptera;Aspidoptera delatorrei;;Aspidoptera delatorrei;6;NA;NA;6;
BFFPOP2313;BFR129;BFA493;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;26;NA;NA;26;
BFFPOP2314;BFR129;BFA493;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;33;NA;NA;33;
BFFPOP2315;BFR129;BFA493;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;1;NA;NA;1;
BFFPOP2316;BFR129;BFA493;Streblidae;Metelasmus;Metelasmus pseudopterus;;Metelasmus pseudopterus;15;NA;NA;15;
BFFPOP2317;BFR129;BFA493;Streblidae;Nycterophilia;Nycterophilia coxata;;Nycterophilia coxata;9;NA;NA;9;
BFFPOP2318;BFR129;BFA493;Streblidae;Nycterophilia;Nycterophilia fairchildi;;Nycterophilia fairchildi;2;NA;NA;2;
BFFPOP2319;BFR129;BFA493;Streblidae;Nycterophilia;Nycterophilia parnelli;;Nycterophilia parnelli;71;NA;NA;71;
BFFPOP2320;BFR129;BFA493;Streblidae;Paraeuctenodes;Paraeuctenodes longipes;;Paraeuctenodes longipes;8;NA;NA;8;
BFFPOP2321;BFR129;BFA493;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;2;NA;NA;2;
BFFPOP2322;BFR129;BFA493;Streblidae;Strebla;Strebla guajiro;;Strebla guajiro;24;NA;NA;24;
BFFPOP2323;BFR129;BFA493;Streblidae;Strebla;Strebla wiedemanni;;Strebla wiedemanni;41;NA;NA;41;
BFFPOP2324;BFR129;BFA493;Streblidae;Trichobius;Trichobius brennani;;Trichobius brennani;108;NA;NA;108;
BFFPOP2325;BFR129;BFA493;Streblidae;Trichobius;Trichobius diphyllae;;Trichobius diphyllae;258;NA;NA;258;
BFFPOP2326;BFR129;BFA493;Streblidae;Trichobius;Trichobius galei;;Trichobius galei;3;NA;NA;3;
BFFPOP2327;BFR129;BFA493;Streblidae;Trichobius;Trichobius hoffmannae;;Trichobius hoffmannae;75;NA;NA;75;
BFFPOP2328;BFR129;BFA493;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;2;NA;NA;2;
BFFPOP2329;BFR129;BFA493;Streblidae;Trichobius;Trichobius johnsonae;;Trichobius johnsonae;10;NA;NA;10;
BFFPOP2330;BFR129;BFA493;Streblidae;Trichobius;Trichobius leionotus;;Trichobius leionotus;6;NA;NA;6;
BFFPOP2331;BFR129;BFA493;Streblidae;Trichobius;Trichobius parasiticus;;Trichobius parasiticus;237;NA;NA;237;
BFFPOP2332;BFR129;BFA493;Streblidae;Trichobius;Trichobius sparsus;;Trichobius sparsus;1;NA;NA;1;
BFFPOP2333;BFR129;BFA493;Streblidae;Trichobius;Trichobius sphaeronotus;;Trichobius sphaeronotus;3;NA;NA;3;
BFFPOP2334;BFR129;BFA493;Streblidae;Trichobius;Trichobius uniformis;;Trichobius uniformis;200;NA;NA;200;
BFFPOP2335;BFR129;BFA493;Streblidae;Trichobius;Trichobius yunkeri;;Trichobius yunkeri;180;NA;NA;180;
BFFPOP2336;BFR130;BFA494;Streblidae;Aspidoptera;Aspidoptera falcata;;Aspidoptera falcata;4;NA;NA;4;
BFFPOP2337;BFR130;BFA494;Streblidae;Aspidoptera;Aspidoptera phyllostomatis;;Aspidoptera phyllostomatis;14;NA;NA;14;
BFFPOP2338;BFR130;BFA494;Streblidae;Megistopoda;Megistopoda aranea;;Megistopoda aranea;24;NA;NA;24;
BFFPOP2339;BFR130;BFA494;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;4;NA;NA;4;
BFFPOP2340;BFR130;BFA494;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;1;NA;NA;1;
BFFPOP2341;BFR130;BFA494;Streblidae;Trichobius;Trichobius joblingi;;Trichobius joblingi;11;NA;NA;11;
BFFPOP2342;BFR131;BFA495;;Eucampsipoda;Eucampsipoda madagascarensis;;Eucampsipoda madagascarensis;NA;NA;NA;NA;
BFFPOP2343;BFR131;BFA495;Nycteribiidae;Nycteribia;Nycteribia stylidiopsis;;Nycteribia stylidiopsis;NA;NA;NA;NA;
BFFPOP2344;BFR131;BFA495;;Penicillidia;Penicillidia leptothrinax;;Penicillidia leptothrinax;NA;NA;NA;NA;
BFFPOP2345;BFR131;BFA495;;Penicillidia;Penicillidia sp.;;Penicillidia sp.;NA;NA;NA;NA;
BFFPOP2346;BFR131;BFA496;;Eucampsipoda;Eucampsipoda theodori;;Eucampsipoda theodori;NA;NA;NA;NA;
BFFPOP2347;BFR131;BFA496;Nycteribiidae;Nycteribia;Nycteribia stylidiopsis;;Nycteribia stylidiopsis;NA;NA;NA;NA;
BFFPOP2348;BFR132;BFA497;Streblidae;Anastrebla;Anastrebla modestini;;Anastrebla modestini;4;4;0;0;
BFFPOP2349;BFR132;BFA497;Streblidae;Megistopoda;Megistopoda proxima;;Megistopoda proxima;1;1;0;0;
BFFPOP2350;BFR132;BFA497;Streblidae;Paratrichobius;Paratrichobius longicrus;;Paratrichobius longicrus;18;12;6;0;
