FlyPopulationCode,RefCode,SiteCode,FlyFamily,FlyGenus,FlySpecies,CurrentFlySpecies,FlySubspecies,FlyCaptureNumber,FlyFemales,FlyMales,FlyUndetermined
BFFPOP2607,BFR136,BFA479,Nycteribiidae,Basilia,Basilia ferrisi,Basilia ferrisi,NA,2,2,0,0
BFFPOP2608,BFR136,BFA480,Nycteribiidae,Basilia,Basilia anomala,Basilia anomala,NA,1,1,0,0
BFFPOP2609,BFR136,BFA481,Nycteribiidae,Basilia,Basilia ferrisi,Basilia ferrisi,NA,1,1,0,0
BFFPOP2610,BFR137,BFA482,Streblidae,Trichobius,Trichobius mixtus,Trichobius joblingi,NA,33,10,23,0
BFFPOP2611,BFR137,BFA483,Streblidae,Trichobius,Trichobius mixtus,Trichobius longipes,NA,2,2,0,0
BFFPOP2612,BFR137,BFA484,Streblidae,Trichobius,Trichobius mixtus,Trichobius longipes,NA,6,2,4,0
BFFPOP2613,BFR138,BFA485,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,NA,NA,NA,NA
BFFPOP2614,BFR138,BFA486,Streblidae,Trichobius,Trichobius caecus,Trichobius caecus,NA,NA,NA,NA,NA
BFFPOP2615,BFR138,BFA486,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,NA,NA,NA,NA
BFFPOP2616,BFR139,BFA487,Streblidae,Strebla,Euctenodes miriabilis,Strebla wiedemanni,NA,NA,NA,NA,NA
BFFPOP2617,BFR139,BFA487,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,NA,NA,NA,NA
BFFPOP2618,BFR139,BFA488,Streblidae,Trichobius,Trichobius major,Trichobius major,NA,NA,NA,NA,NA
BFFPOP2619,BFR139,BFA489,Streblidae,Strebla,Euctenodes miriabilis,Strebla wiedemanni,NA,NA,NA,NA,NA
BFFPOP2620,BFR139,BFA489,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,NA,NA,NA,NA
BFFPOP2621,BFR139,BFA490,Streblidae,Nycterophilia,Nycterophillia coxata,Nycterophillia natali,NA,NA,NA,NA,NA
BFFPOP2622,BFR139,BFA490,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,NA,NA,NA,NA
BFFPOP2623,BFR139,BFA490,Streblidae,Trichobius,Trichobius caecus,Trichobius caecus,NA,NA,NA,NA,NA
BFFPOP2624,BFR139,BFA491,Streblidae,Trichobius,Trichobius caecus,Trichobius caecus,NA,NA,NA,NA,NA
BFFPOP2625,BFR139,BFA492,Streblidae,Trichobius,Trichobius caecus,Trichobius caecus,NA,NA,NA,NA,NA
BFFPOP2626,BFR139,BFA493,Streblidae,Nycterophilia,Nycterophillia coxata,Nycterophillia coxata,NA,NA,NA,NA,NA
BFFPOP2627,BFR139,BFA493,Streblidae,Trichobius,Trichobius adamsi,Trichobius adamsi,NA,NA,NA,NA,NA
BFFPOP2628,BFR139,BFA494,Streblidae,Exastinion,Aspidoptera clovisi,Exastinion clovisi,NA,NA,NA,NA,NA
BFFPOP2629,BFR139,BFA494,Streblidae,Anastrebla,Strebla vespertilionis,Anastrebla modestini,NA,NA,NA,NA,NA
BFFPOP2630,BFR139,BFA495,Streblidae,Nycterophilia,Nycterophillia coxata,Nycterophillia coxata,NA,NA,NA,NA,NA
BFFPOP2631,BFR139,BFA495,Streblidae,Trichobius,Trichobius sphaeronotus,Trichobius sphaeronotus,NA,NA,NA,NA,NA
BFFPOP2632,BFR139,BFA496,Streblidae,Strebla,Euctenodes miriabilis,Strebla cf. miriabilis,NA,NA,NA,NA,NA
BFFPOP2633,BFR139,BFA497,Streblidae,Megistopoda,Pterellipsis araneae,Megistopoda aranea,NA,NA,NA,NA,NA
BFFPOP2634,BFR139,BFA498,Streblidae,Nycterophilia,Nycterophillia coxata,Nycterophillia coxata,NA,NA,NA,NA,NA
BFFPOP2635,BFR139,BFA498,Streblidae,Trichobius,Trichobius adamsi,Trichobius adamsi,NA,NA,NA,NA,NA
BFFPOP2636,BFR139,BFA499,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,NA,NA,NA,NA
BFFPOP2637,BFR139,BFA500,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,NA,NA,NA,NA
BFFPOP2638,BFR139,BFA501,Streblidae,Strebla,Euctenodes miriabilis,Strebla sp.,NA,NA,NA,NA,NA
BFFPOP2639,BFR140,BFA502,Streblidae,Aspidoptera,Aspidoptera phyllostomatis,Aspidoptera phyllostomatis,NA,1,0,1,0
BFFPOP2640,BFR140,BFA502,Streblidae,Mastoptera,Mastoptera minuta,Mastoptera minuta,NA,8,3,5,0
BFFPOP2641,BFR140,BFA502,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,2,1,1,0
BFFPOP2642,BFR140,BFA502,Streblidae,Pseudostrebla,Pseudostrebla greenwelli,Pseudostrebla greenwelli,NA,4,2,2,0
BFFPOP2643,BFR140,BFA502,Streblidae,Strebla,Strebla ambigua,Strebla ambigua,NA,13,7,6,0
BFFPOP2644,BFR140,BFA502,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,7,3,4,0
BFFPOP2645,BFR140,BFA502,Streblidae,Strebla,Strebla tonatiae,Strebla tonatiae,NA,3,1,2,0
BFFPOP2646,BFR140,BFA502,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,7,4,3,0
BFFPOP2647,BFR140,BFA502,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,110,47,63,0
BFFPOP2648,BFR141,BFA503,Nycteribiidae,Basilia,Basilia traubi,Basilia traubi,NA,1,1,0,0
BFFPOP2649,BFR141,BFA504,Nycteribiidae,Basilia,Basilia producta,Basilia producta,NA,3,3,0,0
BFFPOP2650,BFR142,BFA505,Streblidae,Trichobius,Trichobius anducei,Trichobius anducei,NA,1,1,0,0
BFFPOP2651,BFR142,BFA505,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,23,12,11,0
BFFPOP2652,BFR142,BFA505,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,15,8,7,0
BFFPOP2653,BFR142,BFA505,Streblidae,Paraeuctenodes,Paraeuctenodes similis,Paraeuctenodes similis,NA,3,2,1,0
BFFPOP2654,BFR142,BFA505,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,8,4,4,0
BFFPOP2655,BFR142,BFA505,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,4,4,3,0
BFFPOP2656,BFR142,BFA505,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,27,14,13,0
BFFPOP2657,BFR142,BFA505,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,1,1,0,0
BFFPOP2658,BFR142,BFA505,Streblidae,Paradyschiria,Paradyschiria parvula,Paradyschiria parvula,NA,12,6,6,0
BFFPOP2659,BFR142,BFA505,Streblidae,Anastrebla,Anastrebla caudiferae,Anastrebla caudiferae,NA,1,0,1,0
BFFPOP2660,BFR143,BFA506,Nycteribiidae,Basilia,Basilia antrozoi,Basilia antrozoi,NA,NA,NA,NA,NA
BFFPOP2661,BFR144,BFA507,Streblidae,Phalconomus,Phalconomus species B sensu Wenzel 1976,Phalconomus species B sensu Wenzel 1976,NA,1,0,0,1
BFFPOP2662,BFR144,BFA155,Streblidae,Nycterophilia,Nycterophilia parnelli,Nycterophilia parnelli,NA,3,2,0,1
BFFPOP2663,BFR144,BFA155,Streblidae,Nycterophilia,Nycterophilia natali,Nycterophilia natali,NA,1,0,1,0
BFFPOP2664,BFR144,BFA508,Streblidae,Nycterophilia,Nycterophilia n. sp.,Nycterophilia new species 1,NA,2,1,0,1
BFFPOP2665,BFR144,BFA508,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,1,0,0,1
BFFPOP2666,BFR144,BFA509,Streblidae,Nycterophilia,Nycterophilia n. sp.,Nycterophilia new species 1,NA,2,2,0,0
BFFPOP2667,BFR144,BFA510,Streblidae,Nycterophilia,Nycterophilia n. sp.,Nycterophilia new species 1,NA,9,4,2,3
BFFPOP2668,BFR144,BFA511,Streblidae,Nycterophilia,Nycterophilia n. sp.,Nycterophilia new species 1,NA,4,2,0,2
BFFPOP2669,BFR144,BFA511,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,2,1,0,1
BFFPOP2670,BFR144,BFA512,Streblidae,Nycterophilia,Nycterophilia n. sp.,Nycterophilia new species 1,NA,3,1,0,2
BFFPOP2671,BFR144,BFA512,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,3,3,0,0
BFFPOP2672,BFR144,BFA513,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,3,0,1,2
BFFPOP2673,BFR144,BFA514,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,2,1,0,1
BFFPOP2674,BFR144,BFA212,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,2,1,1,0
BFFPOP2675,BFR144,BFA515,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,1,NA,NA,NA
BFFPOP2676,BFR145,BFA516,Nycteribiidae,Basilia,Basilia sp.,Basilia sp.,NA,NA,NA,NA,NA
BFFPOP2677,BFR146,BFA517,Nycteribiidae,Basilia,Basilia carteri,Basilia carteri,NA,6,5,1,0
BFFPOP2678,BFR147,BFA518,Nycteribiidae,Basilia,Basilia carteri,Basilia carteri,NA,1,1,0,0
BFFPOP2679,BFR147,BFA518,Nycteribiidae,Basilia,Basilia plaumanni,Basilia plaumanni,NA,4,2,2,0
BFFPOP2680,BFR147,BFA519,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,3,2,1,0
BFFPOP2681,BFR148,BFA520,Streblidae,Trichobius,Trichobius sphaeronotus,Trichobius sphaeronotus,NA,NA,NA,NA,NA
BFFPOP2682,BFR148,BFA520,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,NA,NA,NA,NA
BFFPOP2683,BFR149,BFA521,Nycteribiidae,Basilia,Basilia boardmani,Basilia boardmani,NA,1,0,0,1
BFFPOP2684,BFR150,BFA522,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,374,198,176,0
BFFPOP2685,BFR151,BFA523,Streblidae,Paraeuctenodes,Paraeuctenodes longipes,Paraeuctenodes longipes,NA,NA,NA,NA,NA
BFFPOP2686,BFR151,BFA523,Streblidae,Paraeuctenodes,Paraeuctenodes similis,Paraeuctenodes similis,NA,NA,NA,NA,NA
BFFPOP2687,BFR151,BFA523,Streblidae,Strebla,Strebla curvata,Strebla curvata,NA,NA,NA,NA,NA
BFFPOP2688,BFR151,BFA523,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,NA,NA,NA,NA
BFFPOP2689,BFR151,BFA523,Streblidae,Trichobius,Trichobius anducei,Trichobius anducei,NA,NA,NA,NA,NA
BFFPOP2690,BFR151,BFA523,Streblidae,Trichobius,Trichobius angulatus,Trichobius angulatus,NA,NA,NA,NA,NA
BFFPOP2691,BFR151,BFA523,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,NA,NA,NA,NA
BFFPOP2692,BFR151,BFA523,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,NA,NA,NA,NA
BFFPOP2693,BFR151,BFA523,Streblidae,Trichobius,Trichobius lonchophyllae,Trichobius lonchophyllae,NA,NA,NA,NA,NA
BFFPOP2694,BFR151,BFA523,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,NA,NA,NA,NA
BFFPOP2695,BFR151,BFA523,Streblidae,Trichobius,Trichobius tiptoni,Trichobius tiptoni,NA,NA,NA,NA,NA
BFFPOP2696,BFR151,BFA523,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,NA,NA,NA,NA
BFFPOP2697,BFR151,BFA523,Nycteribiidae,Basilia,Basilia sp.,Basilia sp.,NA,NA,NA,NA,NA
BFFPOP2698,BFR152,BFA524,Nycteribiidae,Basilia,Basilia antrozoi,Basilia antrozoi,NA,29,20,9,0
BFFPOP2699,BFR152,BFA525,Nycteribiidae,Basilia,Basilia corynorhini,Basilia corynorhini,NA,1,1,0,0
BFFPOP2700,BFR153,BFA526,Nycteribiidae,Basilia,Basilia corynorhini,Basilia corynorhini,NA,2,1,1,0
BFFPOP2701,BFR153,BFA527,Nycteribiidae,Basilia,Basilia rondanii,Basilia rondanii,NA,6,3,3,0
BFFPOP2702,BFR153,BFA528,Nycteribiidae,Basilia,Basilia rondanii,Basilia rondanii,NA,16,8,8,0
BFFPOP2703,BFR154,BFA529,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,19,8,11,0
BFFPOP2704,BFR154,BFA530,Streblidae,Trichobius,Trichobius macroti,Trichobius macroti,NA,30,11,19,0
BFFPOP2705,BFR154,BFA531,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,0,1,0
BFFPOP2706,BFR154,BFA532,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,7,6,1,0
BFFPOP2707,BFR154,BFA533,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,2,0,2,0
BFFPOP2708,BFR154,BFA534,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,24,10,14,0
BFFPOP2709,BFR154,BFA535,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,1,1,0,0
BFFPOP2710,BFR154,BFA535,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,23,13,10,0
BFFPOP2711,BFR154,BFA536,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,26,12,14,0
BFFPOP2712,BFR154,BFA536,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,2,1,1,0
BFFPOP2713,BFR154,BFA537,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,3,1,2,0
BFFPOP2714,BFR154,BFA537,Streblidae,Trichobius,Trichobius macroti,Trichobius macroti,NA,9,6,3,0
BFFPOP2715,BFR154,BFA538,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,9,6,3,0
BFFPOP2716,BFR154,BFA539,Streblidae,Trichobius,Trichobius dusbabeki,Trichobius dusbabeki,NA,4,1,3,0
BFFPOP2717,BFR154,BFA539,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,33,18,15,0
BFFPOP2718,BFR154,BFA539,Streblidae,Trichobius,Trichobius macroti,Trichobius macroti,NA,5,3,2,0
BFFPOP2719,BFR154,BFA540,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,5,1,4,0
BFFPOP2720,BFR154,BFA541,Streblidae,Trichobius,Trichobius cerneyi,Trichobius cerneyi,NA,2,0,2,0
BFFPOP2721,BFR154,BFA541,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,11,4,7,0
BFFPOP2722,BFR154,BFA542,Streblidae,Trichobius,Trichobius cerneyi,Trichobius cerneyi,NA,39,19,20,0
BFFPOP2723,BFR154,BFA542,Streblidae,Trichobius,Trichobius dusbabeki,Trichobius dusbabeki,NA,6,3,3,0
BFFPOP2724,BFR154,BFA542,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,6,4,2,0
BFFPOP2725,BFR154,BFA542,Streblidae,Trichobius,Trichobius macroti,Trichobius macroti,NA,10,6,4,0
BFFPOP2726,BFR154,BFA542,Streblidae,Trichobius,Trichobius wenzeli,Trichobius wenzeli,NA,1,1,0,0
BFFPOP2727,BFR154,BFA543,Streblidae,Trichobius,Trichobius macroti,Trichobius macroti,NA,12,8,4,0
BFFPOP2728,BFR154,BFA544,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,22,10,12,0
BFFPOP2729,BFR154,BFA544,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,39,19,20,0
BFFPOP2730,BFR154,BFA545,Streblidae,Trichobius,Trichobius cerneyi,Trichobius cerneyi,NA,3,1,2,0
BFFPOP2731,BFR154,BFA545,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,28,12,16,0
BFFPOP2732,BFR154,BFA545,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,39,22,17,0
BFFPOP2733,BFR154,BFA546,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,14,4,10,0
BFFPOP2734,BFR154,BFA547,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,5,2,3,0
BFFPOP2735,BFR154,BFA548,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,14,6,8,0
BFFPOP2736,BFR154,BFA549,Streblidae,Trichobius,Trichobius cerneyi,Trichobius cerneyi,NA,17,4,13,0
BFFPOP2737,BFR154,BFA549,Streblidae,Trichobius,Trichobius dusbabeki,Trichobius dusbabeki,NA,1,1,0,0
BFFPOP2738,BFR154,BFA549,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,11,3,8,0
BFFPOP2739,BFR154,BFA549,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,5,3,2,0
BFFPOP2740,BFR154,BFA550,Streblidae,Trichobius,Trichobius dusbabeki,Trichobius dusbabeki,NA,1,1,0,0
BFFPOP2741,BFR154,BFA550,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,2,0,2,0
BFFPOP2742,BFR154,BFA551,Streblidae,Trichobius,Trichobius cerneyi,Trichobius cerneyi,NA,4,2,2,0
BFFPOP2743,BFR154,BFA551,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,13,6,7,0
BFFPOP2744,BFR154,BFA551,Streblidae,Trichobius,Trichobius macroti,Trichobius macroti,NA,1,1,0,0
BFFPOP2745,BFR154,BFA551,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,4,0,4,0
BFFPOP2746,BFR154,BFA551,Streblidae,Trichobius,Trichobius wenzeli,Trichobius wenzeli,NA,2,2,0,0
BFFPOP2747,BFR154,BFA552,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,100,35,65,0
BFFPOP2748,BFR154,BFA553,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,4,2,2,0
BFFPOP2749,BFR154,BFA554,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,2,1,1,0
BFFPOP2750,BFR154,BFA555,Streblidae,Trichobius,Trichobius wenzeli,Trichobius wenzeli,NA,2,0,2,0
BFFPOP2751,BFR154,BFA556,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,3,2,1,0
BFFPOP2752,BFR154,BFA556,Streblidae,Trichobius,Trichobius macroti,Trichobius macroti,NA,17,11,6,0
BFFPOP2753,BFR154,BFA557,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,6,4,2,0
BFFPOP2754,BFR154,BFA558,Streblidae,Trichobius,Trichobius cerneyi,Trichobius cerneyi,NA,3,2,1,0
BFFPOP2755,BFR154,BFA559,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,24,14,10,0
BFFPOP2756,BFR154,BFA559,Streblidae,Trichobius,Trichobius macroti,Trichobius macroti,NA,20,12,8,0
BFFPOP2757,BFR154,BFA560,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,5,2,3,0
BFFPOP2758,BFR154,BFA561,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,11,4,7,0
BFFPOP2759,BFR154,BFA562,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,33,12,21,0
BFFPOP2760,BFR154,BFA563,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,3,2,1,0
BFFPOP2761,BFR154,BFA564,Streblidae,Trichobius,Trichobius cognatus,Trichobius cognatus,NA,2,0,2,0
BFFPOP2762,BFR154,BFA565,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,9,2,7,0
BFFPOP2763,BFR154,BFA566,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,5,1,4,0
BFFPOP2764,BFR154,BFA567,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,26,13,13,0
BFFPOP2765,BFR154,BFA568,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,15,5,10,0
BFFPOP2766,BFR154,BFA569,Streblidae,Trichobius,Trichobius neotropicus,Trichobius neotropicus,NA,7,2,5,0
BFFPOP2767,BFR154,BFA570,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,3,2,1,0
BFFPOP2768,BFR154,BFA571,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,69,29,40,0
BFFPOP2769,BFR154,BFA571,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,3,1,2,0
BFFPOP2770,BFR154,BFA572,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,3,1,2,0
BFFPOP2771,BFR154,BFA573,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,3,2,1,0
BFFPOP2772,BFR154,BFA574,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,18,6,12,0
BFFPOP2773,BFR154,BFA575,Streblidae,Trichobius,Trichobius dominicanus,Trichobius dominicanus,NA,2,2,0,0
BFFPOP2774,BFR154,BFA576,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,1,0,0
BFFPOP2775,BFR154,BFA577,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,23,7,16,0
BFFPOP2776,BFR154,BFA578,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,2,1,1,0
BFFPOP2777,BFR154,BFA578,Streblidae,Trichobius,Trichobius neotropicus,Trichobius neotropicus,NA,6,2,4,0
BFFPOP2778,BFR154,BFA579,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,0,1,0
BFFPOP2779,BFR154,BFA580,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,28,5,23,0
BFFPOP2780,BFR154,BFA581,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,15,9,6,0
BFFPOP2781,BFR154,BFA582,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,1,0,1,0
BFFPOP2782,BFR154,BFA582,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,0,1,0
BFFPOP2783,BFR154,BFA583,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,1,0,1,0
BFFPOP2784,BFR154,BFA583,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,3,0,3,0
BFFPOP2785,BFR154,BFA584,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,4,2,2,0
BFFPOP2786,BFR154,BFA585,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,6,4,2,0
BFFPOP2787,BFR154,BFA586,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,19,12,7,0
BFFPOP2788,BFR154,BFA587,Streblidae,Trichobius,Trichobius frequens,Trichobius frequens,NA,2,2,0,0
BFFPOP2789,BFR154,BFA588,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,3,2,1,0
BFFPOP2790,BFR154,BFA589,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,2,0,2,0
BFFPOP2791,BFR154,BFA590,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,4,0,4,0
BFFPOP2792,BFR154,BFA591,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,2,1,1,0
BFFPOP2793,BFR154,BFA592,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,0,1,0
BFFPOP2794,BFR154,BFA593,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,7,2,5,0
BFFPOP2795,BFR154,BFA594,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,4,2,2,0
BFFPOP2796,BFR154,BFA595,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,8,5,3,0
BFFPOP2797,BFR154,BFA596,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,3,1,2,0
BFFPOP2798,BFR154,BFA597,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,2,2,0,0
BFFPOP2799,BFR154,BFA598,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,2,1,1,0
BFFPOP2800,BFR154,BFA599,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,8,4,4,0
BFFPOP2801,BFR154,BFA600,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,5,3,2,0
BFFPOP2802,BFR154,BFA601,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,1,0,0
BFFPOP2803,BFR154,BFA602,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,6,2,4,0
BFFPOP2804,BFR154,BFA603,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,1,0,0
BFFPOP2805,BFR154,BFA604,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,1,0,0
BFFPOP2806,BFR154,BFA605,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,1,0,0
BFFPOP2807,BFR154,BFA606,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,0,1,0
BFFPOP2808,BFR154,BFA607,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,22,13,9,0
BFFPOP2809,BFR154,BFA608,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,14,8,6,0
BFFPOP2810,BFR154,BFA608,Streblidae,Trichobius,Trichobius robynae,Trichobius robynae,NA,7,7,0,0
BFFPOP2811,BFR154,BFA609,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,6,3,3,0
BFFPOP2812,BFR154,BFA610,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,1,1,0,0
BFFPOP2813,BFR154,BFA611,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,34,24,10,0
BFFPOP2814,BFR154,BFA611,Streblidae,Trichobius,Trichobius robynae,Trichobius robynae,NA,3,1,2,0
BFFPOP2815,BFR154,BFA612,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,5,4,1,0
BFFPOP2816,BFR154,BFA613,Streblidae,Trichobius,Trichobius robynae,Trichobius robynae,NA,2,1,1,0
BFFPOP2817,BFR154,BFA614,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,6,2,4,0
BFFPOP2818,BFR154,BFA615,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,2,1,1,0
BFFPOP2819,BFR154,BFA616,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,8,3,5,0
BFFPOP2820,BFR154,BFA617,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,3,2,1,0
BFFPOP2821,BFR155,BFA618,Nycteribiidae,Basilia,Basilia astochia,Basilia astochia,NA,1,1,0,0
BFFPOP2822,BFR156,BFA619,Nycteribiidae,Hershkovitzia,Hershkovitzia cabala,Hershkovitzia cabala,NA,1,1,0,0
BFFPOP2823,BFR157,BFA620,Streblidae,Anastrebla,Anastrebla caudiferae,Anastrebla caudiferae,NA,19,0,0,19
BFFPOP2824,BFR157,BFA620,Streblidae,Anatrichobius,Anatrichobius scorzai,Anatrichobius scorzai,NA,2,0,0,2
