FlyPopulationCode,RefCode,SiteCode,FlyFamily,FlyGenus,FlySpecies,CurrentFlySpecies,FlySubspecies,FlyCaptureNumber,FlyFemales,FlyMales,FlyUndetermined
BFFPOP2391,BFR126,BFA382,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,122,50,72,0
BFFPOP2392,BFR126,BFA382,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,761,362,399,0
BFFPOP2393,BFR126,BFA382,Streblidae,Trichobius,Trichobius sparsus,Trichobius sparsus,NA,16,7,9,0
BFFPOP2394,BFR126,BFA382,Streblidae,Trichobius,Trichobius undescribed species from Tonatia saurophila,Trichobius undescribed species from Tonatia saurophila,NA,5,1,4,0
BFFPOP2395,BFR126,BFA382,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,18,5,13,0
BFFPOP2396,BFR126,BFA383,Streblidae,Mastoptera,Mastoptera guimaraesi,Mastoptera guimaraesi,NA,3,2,1,0
BFFPOP2397,BFR126,BFA383,Streblidae,Strebla,Strebla diphyllae,Strebla diphyllae,NA,4,3,1,0
BFFPOP2398,BFR126,BFA383,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,2,1,1,0
BFFPOP2399,BFR126,BFA383,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,1,1,0,0
BFFPOP2400,BFR126,BFA383,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,2,2,0,0
BFFPOP2401,BFR126,BFA383,Streblidae,Trichobius,Trichobius diphyllae,Trichobius diphyllae,NA,NA,NA,NA,NA
BFFPOP2402,BFR126,BFA383,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,2,0,2,0
BFFPOP2403,BFR126,BFA384,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,16,7,9,0
BFFPOP2404,BFR126,BFA384,Streblidae,Megistopoda,Megistopoda próxima,Megistopoda proxima,NA,33,13,19,1
BFFPOP2405,BFR126,BFA384,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,1,1,0,0
BFFPOP2406,BFR126,BFA384,Streblidae,Paraeuctenodes,Paraeuctenodes longipes,Paraeuctenodes longipes,NA,1,1,0,0
BFFPOP2407,BFR126,BFA384,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,1,0,1,0
BFFPOP2408,BFR126,BFA384,Streblidae,Strebla,Strebla curvata,Strebla curvata,NA,2,2,0,0
BFFPOP2409,BFR126,BFA384,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,19,9,10,0
BFFPOP2410,BFR126,BFA384,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,14,4,10,0
BFFPOP2411,BFR126,BFA384,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,5,4,1,0
BFFPOP2412,BFR126,BFA385,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,3,0,3,0
BFFPOP2413,BFR126,BFA386,Streblidae,Exastinion,Exastinion clovisi,Exastinion clovisi,NA,3,2,1,0
BFFPOP2414,BFR126,BFA386,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,3,3,0,0
BFFPOP2415,BFR126,BFA386,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,1,0,1,0
BFFPOP2416,BFR126,BFA387,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,358,164,193,1
BFFPOP2417,BFR126,BFA387,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,18,8,10,0
BFFPOP2418,BFR126,BFA387,Streblidae,Trichobius,Trichobius caecus,Trichobius caecus,NA,40,21,19,0
BFFPOP2419,BFR126,BFA387,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,31,10,21,0
BFFPOP2420,BFR126,BFA387,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,1,1,0,0
BFFPOP2421,BFR126,BFA388,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,1,0,1,0
BFFPOP2422,BFR126,BFA389,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,1,0,1,0
BFFPOP2423,BFR126,BFA389,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,1,0,1,0
BFFPOP2424,BFR126,BFA389,Streblidae,Trichobius,Trichobius hirsutulus,Trichobius hirsutulus,NA,10,5,5,0
BFFPOP2425,BFR126,BFA390,Streblidae,Anatrichobius,Anatrichobius scorzai,Anatrichobius scorzai,NA,2,1,1,0
BFFPOP2426,BFR126,BFA391,Streblidae,Exastinion,Exastinion clovisi,Exastinion clovisi,NA,2,1,1,0
BFFPOP2427,BFR126,BFA391,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,4,2,2,0
BFFPOP2428,BFR126,BFA391,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,4,1,3,0
BFFPOP2429,BFR126,BFA391,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,3,1,2,0
BFFPOP2430,BFR126,BFA392,Streblidae,Megistopoda,Megistopoda theodori,Megistopoda proxima,NA,18,8,10,0
BFFPOP2431,BFR126,BFA392,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,1,0,1,0
BFFPOP2432,BFR126,BFA392,Streblidae,Trichobius,Trichobius galei,Trichobius galei,NA,6,3,3,0
BFFPOP2433,BFR126,BFA392,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,38,17,21,0
BFFPOP2434,BFR126,BFA393,Streblidae,Anastrebla,Anastrebla modestini,Anastrebla modestini,NA,1,1,0,0
BFFPOP2435,BFR126,BFA394,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,4,2,2,0
BFFPOP2436,BFR126,BFA395,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,1,1,0,0
BFFPOP2437,BFR126,BFA395,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,8,2,5,1
BFFPOP2438,BFR126,BFA396,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,15,4,11,0
BFFPOP2439,BFR126,BFA396,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,7,2,5,0
BFFPOP2440,BFR126,BFA396,Streblidae,Megistopoda,Megistopoda theodori,Megistopoda proxima,NA,29,15,14,0
BFFPOP2441,BFR126,BFA396,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,2,1,1,0
BFFPOP2442,BFR126,BFA396,Streblidae,Speiseria,Speiseria peytonae,Speiseria peytonae,NA,1,0,1,0
BFFPOP2443,BFR126,BFA396,Streblidae,Strebla,Strebla chrotopteri,Strebla chrotopteri,NA,5,1,4,0
BFFPOP2444,BFR126,BFA396,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,3,1,2,0
BFFPOP2445,BFR126,BFA396,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,2,0,2,0
BFFPOP2446,BFR126,BFA396,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,5,2,3,0
BFFPOP2447,BFR126,BFA396,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,4,0,4,0
BFFPOP2448,BFR126,BFA396,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,41,21,20,0
BFFPOP2449,BFR126,BFA396,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,2,1,1,0
BFFPOP2450,BFR126,BFA397,Streblidae,Strebla,Strebla curvata,Strebla curvata,NA,1,1,0,0
BFFPOP2451,BFR126,BFA397,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,0,1,0
BFFPOP2452,BFR126,BFA397,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,6,3,3,0
BFFPOP2453,BFR126,BFA397,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,8,5,3,0
BFFPOP2454,BFR126,BFA398,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,5,3,2,0
BFFPOP2455,BFR126,BFA398,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,11,3,8,0
BFFPOP2456,BFR126,BFA398,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,8,6,2,0
BFFPOP2457,BFR126,BFA398,Streblidae,Noctiliostrebla,Noctiliostrebla traubi,Noctiliostrebla traubi,NA,36,17,19,0
BFFPOP2458,BFR126,BFA398,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,3,2,1,0
BFFPOP2459,BFR126,BFA398,Streblidae,Paradyschiria,Paradyschiria fusca,Paradyschiria fusca,NA,43,22,21,0
BFFPOP2460,BFR126,BFA398,Streblidae,Paradyschiria,Paradyschiria parvuloides,Paradyschiria parvuloides,NA,10,2,8,0
BFFPOP2461,BFR126,BFA398,Streblidae,Paraeuctenodes,Paraeuctenodes longipes,Paraeuctenodes longipes,NA,2,1,1,0
BFFPOP2462,BFR126,BFA398,Streblidae,Strebla,Strebla curvata,Strebla curvata,NA,1,1,0,0
BFFPOP2463,BFR126,BFA398,Streblidae,Trichobius,Trichobius caecus,Trichobius caecus,NA,6,1,5,0
BFFPOP2464,BFR126,BFA398,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,4,1,3,0
BFFPOP2465,BFR126,BFA398,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,3,0,3,0
BFFPOP2466,BFR126,BFA398,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,3,2,1,0
BFFPOP2467,BFR126,BFA398,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,3,1,2,0
BFFPOP2468,BFR126,BFA399,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,2,0,2,0
BFFPOP2469,BFR126,BFA400,Streblidae,Megistopoda,Megistopoda theodori,Megistopoda proxima,NA,4,1,3,0
BFFPOP2470,BFR126,BFA401,Streblidae,Anatrichobius,Anatrichobius scorzai,Anatrichobius scorzai,NA,4,1,3,0
BFFPOP2471,BFR126,BFA402,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,1,1,0,0
BFFPOP2472,BFR126,BFA402,Streblidae,Megistopoda,Megistopoda proxima,Megistopoda proxima,NA,10,4,6,0
BFFPOP2473,BFR126,BFA402,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius longicrus,NA,1,1,0,0
BFFPOP2474,BFR126,BFA402,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,1,1,0,0
BFFPOP2475,BFR126,BFA402,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,7,2,5,0
BFFPOP2476,BFR126,BFA402,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,27,11,16,0
BFFPOP2477,BFR126,BFA402,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,2,1,1,0
BFFPOP2478,BFR126,BFA402,Streblidae,Trichobius,Trichobius galei,Trichobius galei,NA,1,0,1,0
BFFPOP2479,BFR126,BFA402,Streblidae,Trichobius,Trichobius intermedius,Trichobius intermedius,NA,49,22,27,0
BFFPOP2480,BFR126,BFA402,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,4,0,4,0
BFFPOP2481,BFR126,BFA402,Streblidae,Trichobius,Trichobius uniformis,Trichobius uniformis,NA,1,0,1,0
BFFPOP2482,BFR126,BFA403,Streblidae,Strebla,Strebla hertigi,Strebla hertigi,NA,1,0,1,0
BFFPOP2483,BFR126,BFA403,Streblidae,Trichobioides,Trichobioides perspicillatus,Trichobioides perspicillatus,NA,6,3,3,0
BFFPOP2484,BFR126,BFA403,Streblidae,Trichobius,Trichobius costalimai,Trichobius costalimai,NA,11,5,5,1
BFFPOP2485,BFR126,BFA403,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,2,0,2,0
BFFPOP2486,BFR126,BFA404,Streblidae,Trichobius,Trichobius dugesii,Trichobius dugesii,NA,2,1,1,0
BFFPOP2487,BFR127,BFA405,Streblidae,Neotrichobius,Neotrichobius delicatus,Neotrichobius delicatus,NA,2,2,0,0
BFFPOP2488,BFR127,BFA405,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,0,1,0
BFFPOP2489,BFR127,BFA406,Streblidae,Anatrichobius,Anatrichobius scorzai,Anatrichobius scorzai,NA,2,0,2,0
BFFPOP2490,BFR127,BFA407,Streblidae,Anastrebla,Anastrebla modestini,Anastrebla modestini,NA,4,0,4,0
BFFPOP2491,BFR127,BFA407,Streblidae,Exastinion,Exastinion deceptivum,Exastinion deceptivum,NA,14,6,8,0
BFFPOP2492,BFR127,BFA407,Streblidae,Paraeuctenodes,Paraeuctenodes similis,Paraeuctenodes similis,NA,1,0,1,0
BFFPOP2493,BFR127,BFA408,Streblidae,Anastrebla,Anastrebla caudiferae,Anastrebla caudiferae,NA,1,0,1,0
BFFPOP2494,BFR127,BFA408,Streblidae,Megistopoda,Megistopoda theodori,Megistopoda proxima,NA,1,0,1,0
BFFPOP2495,BFR127,BFA409,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,1,0,0
BFFPOP2496,BFR127,BFA410,Streblidae,Anastrebla,Anastrebla modestini,Anastrebla modestini,NA,2,0,2,0
BFFPOP2497,BFR127,BFA410,Streblidae,Anatrichobius,Anatrichobius scorzai,Anatrichobius scorzai,NA,1,0,1,0
BFFPOP2498,BFR127,BFA410,Streblidae,Exastinion,Exastinion deceptivum,Exastinion deceptivum,NA,3,1,2,0
BFFPOP2499,BFR127,BFA410,Streblidae,Megistopoda,Megistopoda theodori,Megistopoda proxima,NA,3,2,1,0
BFFPOP2500,BFR127,BFA410,Streblidae,Trichobius,Trichobius petersoni,Trichobius petersoni,NA,3,0,3,0
BFFPOP2501,BFR127,BFA410,Streblidae,Trichobius,Trichobius tiptoni,Trichobius tiptoni,NA,1,0,1,0
BFFPOP2502,BFR127,BFA411,Streblidae,Paradyschiria,Paradyschiria fusca,Paradyschiria fusca,NA,7,3,4,0
BFFPOP2503,BFR127,BFA412,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,1,1,0,0
BFFPOP2504,BFR127,BFA413,Streblidae,Megistopoda,Megistopoda theodori,Megistopoda proxima,NA,1,1,0,0
BFFPOP2505,BFR127,BFA414,Streblidae,Anastrebla,Anastrebla caudiferae,Anastrebla caudiferae,NA,1,0,1,0
BFFPOP2506,BFR127,BFA414,Streblidae,Strebla,Strebla curvata,Strebla curvata,NA,1,0,1,0
BFFPOP2507,BFR128,BFA415,Nycteribiidae,Basilia,Basilia calverti,Basilia forcipata,NA,2,1,1,0
BFFPOP2508,BFR129,BFA276,Streblidae,Trichobius,Trichobius joblingi,Trichobius joblingi,NA,104,45,58,0
BFFPOP2509,BFR129,BFA276,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,29,12,17,0
BFFPOP2510,BFR129,BFA276,Streblidae,Strebla,Strebla guajiro,Strebla guajiro,NA,8,3,5,0
BFFPOP2511,BFR130,BFA416,Streblidae,Aspidoptera,Aspidoptera busckii,Aspidoptera phyllostomatis,NA,15,NA,NA,NA
BFFPOP2512,BFR130,BFA416,Streblidae,Aspidoptera,Aspidoptera delatorrei,Aspidoptera delatorrei,NA,1,NA,NA,NA
BFFPOP2513,BFR130,BFA416,Streblidae,Mastoptera,Mastoptera guimaraesi,Mastoptera guimaraesi,NA,10,NA,NA,NA
BFFPOP2514,BFR130,BFA416,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,10,NA,NA,NA
BFFPOP2515,BFR130,BFA416,Streblidae,Metelasmus,Metelasmus pseudopterus,Metelasmus pseudopterus,NA,3,NA,NA,NA
BFFPOP2516,BFR130,BFA416,Streblidae,Neotrichobius,Neotrichobius stenopterus,Neotrichobius stenopterus,NA,1,NA,NA,NA
BFFPOP2517,BFR130,BFA416,Streblidae,Paratrichobius,Paratrichobius dunni,Paratrichobius dunni,NA,1,NA,NA,NA
BFFPOP2518,BFR130,BFA416,Streblidae,Paratrichobius,Paratrichobius salvini,Paratrichobius salvini,NA,3,NA,NA,NA
BFFPOP2519,BFR130,BFA416,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,4,NA,NA,NA
BFFPOP2520,BFR130,BFA416,Streblidae,Strebla,Strebla carolliae,Strebla guajiro,NA,16,NA,NA,NA
BFFPOP2521,BFR130,BFA416,Streblidae,Strebla,Strebla mirabilis,Strebla mirabilis,NA,25,NA,NA,NA
BFFPOP2522,BFR130,BFA416,Streblidae,Trichobius,Trichobius jonblingi,Trichobius joblingi,NA,53,NA,NA,NA
BFFPOP2523,BFR130,BFA416,Streblidae,Trichobius,Trichobius longipes,Trichobius longipes,NA,38,NA,NA,NA
BFFPOP2524,BFR130,BFA416,Streblidae,Trichobius,Trichobius sparsus,Trichobius sparsus,NA,3,NA,NA,NA
BFFPOP2525,BFR131,BFA417,Streblidae,Anastrebla,Anastrebla modestini,Anastrebla modestini,NA,1,1,0,0
BFFPOP2526,BFR131,BFA417,Streblidae,Exastinion,Exastinion clovisi,Exastinion clovisi,NA,2,1,1,0
BFFPOP2527,BFR131,BFA417,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,2,1,1,0
BFFPOP2528,BFR131,BFA418,Streblidae,Aspidoptera,Aspidoptera falcata,Aspidoptera falcata,NA,2,1,1,0
BFFPOP2529,BFR131,BFA418,Streblidae,Megistopoda,Megistopoda aranea,Megistopoda aranea,NA,3,1,2,0
BFFPOP2530,BFR131,BFA419,Streblidae,Speiseria,Speiseria ambigua,Speiseria ambigua,NA,1,0,1,0
BFFPOP2531,BFR132,BFA420,Nycteribiidae,Basilia,Basilia antrozoi,Basilia antrozoi,NA,NA,NA,NA,NA
BFFPOP2532,BFR132,BFA421,Nycteribiidae,Basilia,Basilia antrozoi,Basilia antrozoi,NA,NA,NA,NA,NA
BFFPOP2533,BFR132,BFA422,Streblidae,Trichobius,Trichobius corynorhini,Trichobius corynorhini,NA,NA,NA,NA,NA
BFFPOP2534,BFR132,BFA423,Streblidae,Trichobius,Trichobius adamsi,Trichobius adamsi,NA,NA,NA,NA,NA
BFFPOP2535,BFR132,BFA424,Streblidae,Paratrichobius,Paratrichobius longicrus,Paratrichobius americanus,NA,NA,NA,NA,NA
BFFPOP2536,BFR132,BFA424,Streblidae,Trichobius,Trichobius mixtus,Trichobius sp.,NA,NA,NA,NA,NA
BFFPOP2537,BFR132,BFA425,Nycteribiidae,Basilia,Basilia forcipata,Basilia forcipata,NA,NA,NA,NA,NA
BFFPOP2538,BFR132,BFA426,Streblidae,Trichobius,Trichobius sphaeronotus,Trichobius sphaeronotus,NA,NA,NA,NA,NA
BFFPOP2539,BFR132,BFA427,Streblidae,Trichobius,Trichobius corynorhini,Trichobius corynorhini,NA,NA,NA,NA,NA
BFFPOP2540,BFR132,BFA428,Streblidae,Trichobius,Trichobius corynorhini,Trichobius corynorhini,NA,NA,NA,NA,NA
BFFPOP2541,BFR132,BFA429,Streblidae,Nycterophilia,Nycterophilia coxata,Nycterophilia coxata,NA,NA,NA,NA,NA
BFFPOP2542,BFR132,BFA429,Streblidae,Trichobius,Trichobius adamsi,Trichobius adamsi,NA,NA,NA,NA,NA
BFFPOP2543,BFR132,BFA430,Nycteribiidae,Basilia,Basilia antrozoi,Basilia antrozoi,NA,NA,NA,NA,NA
BFFPOP2544,BFR132,BFA431,Streblidae,Trichobius,Trichobius corynorhini,Trichobius corynorhini,NA,NA,NA,NA,NA
BFFPOP2545,BFR132,BFA432,Streblidae,Trichobius,Trichobius adamsi,Trichobius adamsi,NA,NA,NA,NA,NA
BFFPOP2546,BFR132,BFA433,Nycteribiidae,Basilia,Basilia corynorhini,Basilia corynorhini,NA,NA,NA,NA,NA
BFFPOP2547,BFR132,BFA434,Nycteribiidae,Basilia,Basilia antrozoi,Basilia antrozoi,NA,NA,NA,NA,NA
BFFPOP2548,BFR132,BFA435,Streblidae,Trichobius,Trichobius corynorhini,Trichobius corynorhini,NA,NA,NA,NA,NA
BFFPOP2549,BFR132,BFA436,Streblidae,Trichobius,Trichobius corynorhini,Trichobius corynorhini,NA,NA,NA,NA,NA
BFFPOP2550,BFR132,BFA437,Streblidae,Trichobius,Trichobius corynorhini,Trichobius corynorhini,NA,NA,NA,NA,NA
BFFPOP2551,BFR132,BFA438,Nycteribiidae,Basilia,Basilia forcipata,Basilia forcipata,NA,NA,NA,NA,NA
BFFPOP2552,BFR132,BFA439,Streblidae,Trichobius,Trichobius adamsi,Trichobius adamsi,NA,NA,NA,NA,NA
BFFPOP2553,BFR132,BFA440,Nycteribiidae,Basilia,Basilia forcipata,Basilia forcipata,NA,NA,NA,NA,NA
BFFPOP2554,BFR132,BFA441,Streblidae,Trichobius,Trichobius corynorhini,Trichobius corynorhini,NA,NA,NA,NA,NA
BFFPOP2555,BFR132,BFA442,Streblidae,Trichobius,Trichobius corynorhini,Trichobius corynorhini,NA,NA,NA,NA,NA
BFFPOP2556,BFR132,BFA443,Streblidae,Trichobius,Trichobius corynorhini,Trichobius corynorhini,NA,NA,NA,NA,NA
BFFPOP2557,BFR132,BFA444,Nycteribiidae,Basilia,Basilia antrozoi,Basilia antrozoi,NA,NA,NA,NA,NA
BFFPOP2558,BFR132,BFA445,Nycteribiidae,Basilia,Basilia antrozoi,Basilia antrozoi,NA,NA,NA,NA,NA
BFFPOP2559,BFR132,BFA446,Nycteribiidae,Basilia,Basilia antrozoi,Basilia antrozoi,NA,NA,NA,NA,NA
BFFPOP2560,BFR132,BFA447,Nycteribiidae,Basilia,Basilia antrozoi,Basilia antrozoi,NA,NA,NA,NA,NA
BFFPOP2561,BFR132,BFA448,Streblidae,Trichobius,Trichobius corynorhini,Trichobius corynorhini,NA,NA,NA,NA,NA
BFFPOP2562,BFR133,BFA449,Streblidae,Trichobius,Trichobius parasiticus,Trichobius parasiticus,NA,612,NA,NA,NA
BFFPOP2563,BFR133,BFA449,Streblidae,Trichobius,Trichobius johnsonae,Trichobius johnsonae,NA,7,NA,NA,NA
BFFPOP2564,BFR133,BFA449,Streblidae,Trichobius,Trichobius yunkeri,Trichobius yunkeri,NA,2,NA,NA,NA
BFFPOP2565,BFR133,BFA449,Streblidae,Strebla,Strebla wiedemanni,Strebla wiedemanni,NA,21,NA,NA,NA
BFFPOP2566,BFR133,BFA449,Streblidae,Nycterophilia,Nycterophilia natali,Nycterophilia natali,NA,7,NA,NA,NA
BFFPOP2567,BFR134,BFA450,Nycteribiidae,Basilia,Basilia anceps,Basilia anceps,NA,3,2,1,0
BFFPOP2568,BFR134,BFA450,Nycteribiidae,Basilia,Basilia ferruginea,Basilia ferruginea,NA,3,2,1,0
BFFPOP2569,BFR134,BFA450,Nycteribiidae,Basilia,Basilia handleyi,Basilia handleyi,NA,2,2,0,0
BFFPOP2570,BFR134,BFA450,Nycteribiidae,Basilia,Basilia wenzeli,Basilia wenzeli,NA,1,1,0,0
BFFPOP2571,BFR134,BFA451,Nycteribiidae,Basilia,Basilia myotis,Basilia ferrisi,NA,29,15,14,0
BFFPOP2572,BFR134,BFA452,Nycteribiidae,Basilia,Basilia myotis,Basilia ferrisi,NA,21,16,5,0
BFFPOP2573,BFR134,BFA453,Nycteribiidae,Basilia,Basilia wenzeli,Basilia wenzeli,NA,1,1,0,0
BFFPOP2574,BFR134,BFA454,Nycteribiidae,Basilia,Basilia dunni,Basilia dunni,NA,6,5,1,0
BFFPOP2575,BFR134,BFA455,Nycteribiidae,Basilia,Basilia anceps,Basilia anceps,NA,5,2,3,0
BFFPOP2576,BFR134,BFA455,Nycteribiidae,Basilia,Basilia wenzeli,Basilia wenzeli,NA,2,1,1,0
BFFPOP2577,BFR134,BFA456,Nycteribiidae,Basilia,Basilia dunni,Basilia dunni,NA,6,4,2,0
BFFPOP2578,BFR134,BFA457,Nycteribiidae,Basilia,Basilia wenzeli,Basilia wenzeli,NA,9,4,5,0
BFFPOP2579,BFR135,BFA458,Nycteribiidae,Basilia,Basilia dubia,Basilia dubia,NA,3,1,2,0
BFFPOP2580,BFR135,BFA459,Nycteribiidae,Basilia,Basilia ferrisi,Basilia ferrisi,NA,2,1,1,0
BFFPOP2581,BFR135,BFA460,Nycteribiidae,Basilia,Basilia dubia,Basilia dubia,NA,1,1,0,0
BFFPOP2582,BFR135,BFA460,Nycteribiidae,Basilia,Basilia ortizi,Basilia ortizi,NA,5,4,1,0
BFFPOP2583,BFR135,BFA461,Nycteribiidae,Basilia,Basilia ortizi,Basilia ortizi,NA,6,6,0,0
BFFPOP2584,BFR135,BFA462,Nycteribiidae,Basilia,Basilia ortizi,Basilia ortizi,NA,1,0,1,0
BFFPOP2585,BFR135,BFA463,Nycteribiidae,Basilia,Basilia tuttlei,Basilia tuttlei,NA,1,1,0,0
BFFPOP2586,BFR135,BFA464,Nycteribiidae,Basilia,Basilia ortizi,Basilia ortizi,NA,8,7,1,0
BFFPOP2587,BFR135,BFA465,Nycteribiidae,Basilia,Basilia ferrisi,Basilia ferrisi,NA,2,1,1,0
BFFPOP2588,BFR135,BFA466,Nycteribiidae,Basilia,Basilia dubia,Basilia dubia,NA,6,4,2,0
BFFPOP2589,BFR135,BFA466,Nycteribiidae,Basilia,Basilia juquiensis,Basilia juquiensis,NA,3,3,0,0
BFFPOP2590,BFR135,BFA467,Nycteribiidae,Basilia,Basilia dubia,Basilia dubia,NA,2,1,1,0
BFFPOP2591,BFR135,BFA468,Nycteribiidae,Basilia,Basilia tiptoni,Basilia tiptoni,NA,1,1,0,0
BFFPOP2592,BFR135,BFA469,Nycteribiidae,Basilia,Basilia ortizi,Basilia ortizi,NA,2,2,0,0
BFFPOP2593,BFR135,BFA470,Nycteribiidae,Basilia,Basilia typhlops,Basilia typhlops,NA,1,1,0,0
BFFPOP2594,BFR135,BFA471,Nycteribiidae,Basilia,Basilia ortizi,Basilia ortizi,NA,1,1,0,0
BFFPOP2595,BFR135,BFA471,Nycteribiidae,Basilia,Basilia wenzeli,Basilia wenzeli,NA,29,19,10,0
BFFPOP2596,BFR135,BFA472,Nycteribiidae,Basilia,Basilia anomala,Basilia anomala,NA,2,1,1,0
BFFPOP2597,BFR135,BFA472,Nycteribiidae,Basilia,Basilia tiptoni,Basilia tiptoni,NA,44,28,16,0
BFFPOP2598,BFR135,BFA473,Nycteribiidae,Basilia,Basilia ferrisi,Basilia ferrisi,NA,2,1,1,0
BFFPOP2599,BFR135,BFA474,Nycteribiidae,Basilia,Basilia ferrisi,Basilia ferrisi,NA,1,1,0,0
BFFPOP2600,BFR135,BFA475,Nycteribiidae,Basilia,Basilia ortizi,Basilia ortizi,NA,1,1,0,0
BFFPOP2601,BFR135,BFA476,Nycteribiidae,Basilia,Basilia tiptoni,Basilia tiptoni,NA,2,1,1,0
BFFPOP2602,BFR136,BFA462,Nycteribiidae,Basilia,Basilia dubia,Basilia dubia,NA,3,3,0,0
BFFPOP2603,BFR136,BFA477,Nycteribiidae,Basilia,Basilia dunni,Basilia dunni,NA,5,5,0,0
BFFPOP2604,BFR136,BFA463,Nycteribiidae,Basilia,Basilia dubia,Basilia dubia,NA,7,5,2,0
BFFPOP2605,BFR136,BFA459,Nycteribiidae,Basilia,Basilia dunni,Basilia dunni,NA,2,2,0,0
BFFPOP2606,BFR136,BFA478,Nycteribiidae,Basilia,Basilia ortizi,Basilia ortizi,NA,12,7,5,0
