BatPopulationCode;RefCode;SiteCode;BatSuborder;BatFamily;BatGenus;BatSpecies;CurrentBatSpecies;BatRoost;BatCaptureNumber;BatMarks;BatFemales;BatMales;BatJuvenile;BatAdult;BatLactatingFemales;BatNonreproductiveFemales;BatPregnantFemales;BatNonreproductiveMales;BatScrotalTestesMales;
BFBPOP0507;BFR026;BFA172;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0508;BFR026;BFA172;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0509;BFR026;BFA173;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0510;BFR026;BFA174;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0511;BFR026;BFA174;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0512;BFR026;BFA174;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0513;BFR026;BFA174;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma evotis;Lophostoma evotis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0514;BFR026;BFA174;Yangochiroptera;Vespertilionidae;Myotis;Myotis keaysi;Myotis keaysi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0515;BFR026;BFA174;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0516;BFR026;BFA174;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0517;BFR026;BFA174;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0518;BFR026;BFA175;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0519;BFR026;BFA175;Yangochiroptera;Vespertilionidae;Myotis;Myotis keaysi;Myotis keaysi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0520;BFR026;BFA176;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0521;BFR026;BFA176;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0522;BFR026;BFA176;Yangochiroptera;Vespertilionidae;Myotis;Myotis keaysi;Myotis keaysi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0523;BFR026;BFA176;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0524;BFR026;BFA177;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0525;BFR026;BFA177;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0526;BFR026;BFA177;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0527;BFR026;BFA177;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma evotis;Lophostoma evotis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0528;BFR026;BFA177;Yangochiroptera;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0529;BFR026;BFA177;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0530;BFR026;BFA178;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0531;BFR026;BFA178;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0532;BFR026;BFA178;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0533;BFR026;BFA178;Yangochiroptera;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0534;BFR026;BFA178;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0535;BFR026;BFA179;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0536;BFR026;BFA179;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0537;BFR026;BFA179;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0538;BFR026;BFA179;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0539;BFR026;BFA179;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0540;BFR026;BFA180;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0541;BFR026;BFA180;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0542;BFR026;BFA180;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0543;BFR026;BFA180;Yangochiroptera;Nycteridae;Nycticeius;Nycticeius humeralis;Nycticeius humeralis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0544;BFR026;BFA180;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0545;BFR026;BFA180;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0546;BFR026;BFA180;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0547;BFR026;BFA181;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0548;BFR026;BFA181;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0549;BFR026;BFA181;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0550;BFR026;BFA181;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0551;BFR026;BFA182;Yangochiroptera;Vespertilionidae;Myotis;Myotis keaysi;Myotis keaysi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0552;BFR026;BFA182;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus personatus;Pteronotus personatus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0553;BFR026;BFA182;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0554;BFR026;BFA182;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0555;BFR026;BFA183;Yangochiroptera;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0556;BFR026;BFA183;Yangochiroptera;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0557;BFR026;BFA183;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga morenoi;Glossophaga morenoi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0558;BFR026;BFA183;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0559;BFR026;BFA183;Yangochiroptera;Vespertilionidae;Myotis;Myotis keaysi;Myotis keaysi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0560;BFR026;BFA183;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0561;BFR027;BFA184;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0562;BFR027;BFA184;Yangochiroptera;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0563;BFR027;BFA184;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0564;BFR027;BFA185;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0565;BFR027;BFA185;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0566;BFR027;BFA185;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0567;BFR027;BFA185;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0568;BFR027;BFA186;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0569;BFR027;BFA186;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0570;BFR027;BFA186;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0571;BFR027;BFA186;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0572;BFR027;BFA187;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0573;BFR027;BFA187;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0574;BFR027;BFA187;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0575;BFR027;BFA187;Yangochiroptera;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0576;BFR027;BFA187;Yangochiroptera;Vespertilionidae;Myotis;Myotis keaysi;Myotis keaysi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0577;BFR027;BFA187;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0578;BFR027;BFA188;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0579;BFR027;BFA188;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0580;BFR027;BFA188;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0581;BFR027;BFA188;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0582;BFR027;BFA189;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0583;BFR027;BFA189;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0584;BFR027;BFA189;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0585;BFR027;BFA189;Yangochiroptera;Phyllostomidae;Lampronycteris;Lampronycteris brachyotis;Lampronycteris brachyotis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0586;BFR027;BFA189;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0587;BFR027;BFA190;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0588;BFR027;BFA190;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0589;BFR027;BFA190;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0590;BFR027;BFA190;Yangochiroptera;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0591;BFR027;BFA190;Yangochiroptera;Natalidae;Natalus;Natalus mexicanus;Natalus mexicanus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0592;BFR027;BFA190;Yangochiroptera;Vespertilionidae;Rhogeessa;Rhogeessa aeneus;Rhogeessa aeneus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0593;BFR027;BFA190;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0594;BFR027;BFA191;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0595;BFR027;BFA191;Yangochiroptera;Phyllostomidae;Centurio;Centurio senex;Centurio senex;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0596;BFR027;BFA191;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0597;BFR027;BFA191;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0598;BFR027;BFA191;Yangochiroptera;Vespertilionidae;Myotis;Myotis keaysi;Myotis keaysi;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0599;BFR027;BFA191;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0600;BFR027;BFA191;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0601;BFR027;BFA192;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0602;BFR027;BFA192;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0603;BFR027;BFA192;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0604;BFR027;BFA192;Yangochiroptera;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0605;BFR027;BFA192;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0606;BFR027;BFA192;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0607;BFR027;BFA193;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0608;BFR027;BFA193;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0609;BFR027;BFA193;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0610;BFR027;BFA193;Yangochiroptera;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0611;BFR027;BFA193;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0612;BFR027;BFA193;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0613;BFR027;BFA194;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0614;BFR027;BFA194;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0615;BFR027;BFA194;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0616;BFR027;BFA194;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0617;BFR027;BFA194;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0618;BFR027;BFA195;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0619;BFR027;BFA195;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0620;BFR027;BFA195;Yangochiroptera;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0621;BFR027;BFA195;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0622;BFR027;BFA196;Yangochiroptera;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0623;BFR027;BFA196;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NO;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0624;BFR028;BFA197;Yangochiroptera;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0625;BFR028;BFA197;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0626;BFR028;BFA197;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0627;BFR028;BFA197;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0628;BFR028;BFA197;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0629;BFR028;BFA197;Yangochiroptera;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0630;BFR029;BFA198;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0631;BFR029;BFA198;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0632;BFR029;BFA199;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0633;BFR029;BFA199;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0634;BFR029;BFA199;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0635;BFR029;BFA200;Yangochiroptera;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0636;BFR029;BFA200;Yangochiroptera;Phyllostomidae;Choeronycteris;Choeronycteris mexicana;Choeronycteris mexicana;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0637;BFR029;BFA200;Yangochiroptera;Phyllostomidae;Leptonycteris;Leptonycteris nivalis;Leptonycteris nivalis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0638;BFR029;BFA200;Yangochiroptera;Natalidae;Natalus;Natalus stramineus;Natalus stramineus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0639;BFR029;BFA201;Yangochiroptera;Phyllostomidae;Carollia;Carollia castanea;Carollia castanea;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0640;BFR029;BFA201;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0641;BFR029;BFA201;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0642;BFR029;BFA202;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
