BatPopulationCode;RefCode;SiteCode;BatSuborder;BatFamily;BatGenus;BatSpecies;CurrentBatSpecies;BatRoost;BatCaptureNumber;BatMarks;BatFemales;BatMales;BatJuvenile;BatAdult;BatLactatingFemales;BatNonreproductiveFemales;BatPregnantFemales;BatNonreproductiveMales;BatScrotalTestesMales;
BFBPOP0972;BFR057;BFA271;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0973;BFR057;BFA271;Yangochiroptera;Phyllostomidae;Leptonycteris;Leptonycteris yerbabuenae;Leptonycteris yerbabuenae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0974;BFR057;BFA271;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0975;BFR057;BFA271;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0976;BFR057;BFA272;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus hirsutus;Artibeus hirsutus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0977;BFR057;BFA272;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0978;BFR057;BFA272;Yangochiroptera;Phyllostomidae;Dermanura;Artibeus toltecus;Dermanura tolteca;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0979;BFR057;BFA272;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0980;BFR057;BFA272;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0981;BFR057;BFA272;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0982;BFR057;BFA272;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0983;BFR057;BFA273;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0984;BFR057;BFA273;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0985;BFR057;BFA273;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0986;BFR057;BFA273;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0987;BFR057;BFA274;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0988;BFR057;BFA274;Yangochiroptera;Phyllostomidae;Dermanura;Artibeus phaeotis;Dermanura phaeotis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0989;BFR057;BFA274;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0990;BFR057;BFA274;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0991;BFR057;BFA275;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0992;BFR057;BFA275;Yangochiroptera;Phyllostomidae;Dermanura;Artibeus phaeotis;Dermanura phaeotis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0993;BFR057;BFA275;Yangochiroptera;Phyllostomidae;Choeroniscus;Choeroniscus godmani;Choeroniscus godmani;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0994;BFR057;BFA275;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0995;BFR057;BFA275;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0996;BFR057;BFA276;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0997;BFR057;BFA276;Yangochiroptera;Phyllostomidae;Dermanura;Artibeus phaeotis;Dermanura phaeotis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0998;BFR057;BFA276;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP0999;BFR057;BFA276;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1000;BFR058;BFA277;Yinpterochiroptera;Pteropodidae;Eidolon;Eidolon helvum;Eidolon helvum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1001;BFR058;BFA278;Yinpterochiroptera;Pteropodidae;Eidolon;Eidolon helvum;Eidolon helvum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1002;BFR058;BFA279;Yinpterochiroptera;Pteropodidae;Eidolon;Eidolon helvum;Eidolon helvum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1003;BFR059;BFA280;Yangochiroptera;Phyllostomidae;Erophylla;Erophylla sezekorni;Erophylla sezekorni;caves;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1004;BFR060;BFA281;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus gymnonotus;Pteronotus gymnonotus;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1005;BFR060;BFA281;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus mesoamericanus;Pteronotus mesoamericanus;NA;87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1006;BFR060;BFA281;Yangochiroptera;Natalidae;Natalus;Natalus mexicanus;Natalus mexicanus;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1007;BFR060;BFA281;Yangochiroptera;Noctilionidae;Noctilio;Noctilio albiventris;Noctilio albiventris;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1008;BFR060;BFA281;Yangochiroptera;Noctilionidae;Noctilio;Noctilio leporinus;Noctilio leporinus;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1009;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;3173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1010;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;422;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1011;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Carollia;Carollia castanea;Carollia castanea;NA;354;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1012;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;543;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1013;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Chiroderma;Chiroderma villosum;Chiroderma villosum;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1014;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1015;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Dermanura;Dermanura rava;Dermanura rava;NA;141;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1016;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Dermanura;Dermanura watsoni;Dermanura watsoni;NA;260;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1017;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1018;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Diaemus;Diaemus youngi;Diaemus youngi;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1019;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1020;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Lampronycteris;Lampronycteris brachyotis;Lampronycteris brachyotis;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1021;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Lonchophylla;Lonchophylla robusta;Lonchophylla robusta;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1022;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Lonchorhina;Lonchorhina aurita;Lonchorhina aurita;NA;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1023;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma brasiliense;Lophostoma brasiliense;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1024;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma silvicolum;Lophostoma silvicolum;NA;113;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1025;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Macrophyllum;Macrophyllum macrophyllum;Macrophyllum macrophyllum;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1026;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Micronycteris;Micronycteris microtis;Micronycteris microtis;NA;33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1027;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Gardnerycteris;Gardnerycteris crenulatum;Gardnerycteris crenulatum;NA;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1028;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Phylloderma;Phylloderma stenops;Phylloderma stenops;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1029;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1030;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1031;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Platyrrhinus;Platyrrhinus helleri;Platyrrhinus helleri;NA;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1032;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Tonatia;Tonatia bakeri;Tonatia bakeri;NA;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1033;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1034;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Trinycteris;Trinycteris nicefori;Trinycteris nicefori;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1035;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Uroderma;Uroderma bilobatum;Uroderma bilobatum;NA;418;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1036;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Vampyriscus;Vampyriscus nymphaea;Vampyriscus nymphaea;NA;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1037;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Vampyressa;Vampyressa thyone;Vampyressa thyone;NA;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1038;BFR060;BFA281;Yangochiroptera;Phyllostomidae;Vampyrodes;Vampyrodes major;Vampyrodes major;NA;139;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1039;BFR060;BFA281;Yangochiroptera;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1040;BFR061;BFA282;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus orianae;Miniopterus orianae;NA;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1041;BFR061;BFA283;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus orianae;Miniopterus orianae;NA;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1042;BFR061;BFA284;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus orianae;Miniopterus orianae;NA;112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1043;BFR061;BFA285;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus orianae;Miniopterus orianae;NA;138;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1044;BFR061;BFA286;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus orianae;Miniopterus orianae;NA;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1045;BFR061;BFA287;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus orianae;Miniopterus orianae;NA;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1046;BFR061;BFA288;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus orianae;Miniopterus orianae;NA;51;NA;NA;NA;20;31;NA;NA;NA;NA;NA;
BFBPOP1047;BFR062;BFA289;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus fuliginosus;Miniopterus fuliginosus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1048;BFR062;BFA290;Yangochiroptera;Vespertilionidae;Myotis;Myotis petax;Myotis petax;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1049;BFR062;BFA291;Yangochiroptera;Vespertilionidae;Plecotus;Plecotus auritus;Plecotus auritus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1050;BFR062;BFA292;Yangochiroptera;Vespertilionidae;Myotis;Myotis petax;Myotis petax;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1051;BFR062;BFA292;Yangochiroptera;Vespertilionidae;Myotis;Myotis macrodactylus;Myotis macrodactylus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1052;BFR062;BFA293;Yangochiroptera;Vespertilionidae;Myotis;Myotis mystacinus;Myotis mystacinus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1053;BFR062;BFA294;Yangochiroptera;Vespertilionidae;Barbastella;Barbastella leucomelas;Barbastella leucomelas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1054;BFR062;BFA294;Yangochiroptera;Vespertilionidae;Plecotus;Plecotus auritus;Plecotus auritus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1055;BFR062;BFA295;Yangochiroptera;Vespertilionidae;Myotis;Myotis mystacinus;Myotis mystacinus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1056;BFR062;BFA296;Yangochiroptera;Vespertilionidae;Myotis;Myotis macrodactylus;Myotis macrodactylus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1057;BFR062;BFA297;Yangochiroptera;Vespertilionidae;Myotis;Myotis mystacinus;Myotis mystacinus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1058;BFR062;BFA298;Yangochiroptera;Vespertilionidae;Myotis;Myotis ikonnikovi;Myotis ikonnikovi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1059;BFR062;BFA299;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus fuliginosus;Miniopterus fuliginosus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1060;BFR062;BFA300;Yangochiroptera;Vespertilionidae;Myotis;Myotis macrodactylus;Myotis macrodactylus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1061;BFR062;BFA301;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus fuliginosus;Miniopterus fuliginosus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1062;BFR062;BFA302;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus fuliginosus;Miniopterus fuliginosus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1063;BFR062;BFA303;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus ferrumequinum;Rhinolophus ferrumequinum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1064;BFR062;BFA304;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus fuscus;Miniopterus fuscus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1065;BFR062;BFA304;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus pumilus;Rhinolophus pumilus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1066;BFR062;BFA305;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus pumilus;Rhinolophus pumilus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1067;BFR062;BFA306;Yinpterochiroptera;Rhinolophidae;Rhinolophus;Rhinolophus ferrumequinum;Rhinolophus ferrumequinum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1068;BFR062;BFA307;Yangochiroptera;Miniopteridae;Miniopterus;Miniopterus fuliginosus;Miniopterus fuliginosus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1069;BFR062;BFA308;Yangochiroptera;Vespertilionidae;Myotis;Myotis nattereri;Myotis nattereri;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1070;BFR063;BFA309;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1071;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1072;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1073;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Carollia;Carollia brevicauda;Carollia brevicauda;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1074;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1075;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1076;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1077;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1078;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Hsunycteris;Hsunycteris thomasi;Hsunycteris thomasi;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1079;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Lionycteris;Lionycteris spurelli;Lionycteris spurelli;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1080;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Mimon;Mimon bennetti;Mimon bennetti;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1081;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Mimon;Mimon crenulatum;Mimon crenulatum;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1082;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1083;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Rhinophylla;Rhinophylla pumilio;Rhinophylla pumilio;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1084;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira tildae;Sturnira tildae;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1085;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Tonatia;Tonatia saurophila;Tonatia saurophila;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1086;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1087;BFR063;BFA309;Yangochiroptera;Phyllostomidae;Trinycteris;Trinycteris nicefori;Trinycteris nicefori;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1088;BFR063;BFA310;Yangochiroptera;Emballonuridae;Rhynchonycteris;Rhynchonycteris naso;Rhynchonycteris naso;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1089;BFR063;BFA310;Yangochiroptera;Emballonuridae;Saccopteryx;Saccopteryx bilineata;Saccopteryx bilineata;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1090;BFR063;BFA310;Yangochiroptera;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus parnellii;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1091;BFR063;BFA310;Yangochiroptera;Noctilionidae;Noctilio;Noctilio leporinus;Noctilio leporinus;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1092;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1093;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus obscurus;Artibeus obscurus;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1094;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1095;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1096;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1097;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1098;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1099;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma brasiliense;Lophostoma brasiliense;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1100;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Lophostoma;Lophostoma silvicola;Lophostoma silvicolum;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1101;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Mimon;Mimon crenulatum;Mimon crenulatum;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1102;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Phylloderma;Phylloderma sternops;Phylloderma stenops;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1103;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1104;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;NA;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1105;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1106;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Rhinophylla;Rhinophylla pumilio;Rhinophylla pumilio;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
BFBPOP1107;BFR063;BFA310;Yangochiroptera;Phyllostomidae;Sturnira;Sturnira tildae;Sturnira tildae;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
