BatPopulationCode;RefCode;SiteCode;BatFamily;BatGenus;BatSpecies;CurrentBatSpecies;BatSubspecies;BatRoost;BatCaptureNumber;BatMarks;BatFemales;BatMales;BatJuvenile;BatAdult;BatLactatingFemales;BatNonreproductiveFemales;BatPregnantFemales;BatNonreproductiveMales;BatScrotalTestesMales;Observations
BFBPOP0977;BFR053;BFA214;Vespertilionidae;Myotis;Myotis riparius;Myotis riparius;NA;Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0978;BFR053;BFA215;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus sp1.;NA;Cave;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0979;BFR053;BFA215;Mormoopidae;Pteronotus;Pteronotus sp.;Pteronotus sp.;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0980;BFR053;BFA215;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0981;BFR053;BFA215;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0982;BFR053;BFA215;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0983;BFR053;BFA215;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;Cave;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0984;BFR053;BFA215;Phyllostomidae;Lampronycteris;Lampronycteris brachyotis;Lampronycteris brachyotis;NA;Cave Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0985;BFR053;BFA215;Phyllostomidae;Lionycteris;Lionycteris spurelli;Lionycteris spurrelli;NA;Cave;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0986;BFR053;BFA215;Phyllostomidae;Lophostoma;Lophostoma silvicola;Lophostoma silvicola;NA;Termitenest Treecavity;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0987;BFR053;BFA215;Phyllostomidae;Macrophyllum;Macrophyllum macrophyllum;Macrophyllum macrophyllum;NA;Cave Human-madestructure Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0988;BFR053;BFA215;Phyllostomidae;Micronycteris;Micronycteris sp.;Micronycteris sp.;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0989;BFR053;BFA215;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0990;BFR053;BFA215;Phyllostomidae;Phyllostomus;Phyllostomus elongatus;Phyllostomus elongatus;NA;Human-madestructure Treecavity;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0991;BFR053;BFA215;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0992;BFR053;BFA215;Phyllostomidae;Rhinophylla;Rhinophylla pumilio;Rhinophylla pumilio;NA;Foliage Tent;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0993;BFR053;BFA215;Phyllostomidae;Sturnira;Sturnira tildae;Sturnira tildae;NA;Rivercliff;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0994;BFR053;BFA215;Phyllostomidae;Tonatia;Tonatia saurophila;Tonatia maresi;NA;Cave Termitenest Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0995;BFR053;BFA215;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;Cave Human-madestructure Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0996;BFR053;BFA215;Vespertilionidae;Myotis;Myotis albescens;Myotis albescens;NA;Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0997;BFR054;BFA216;Phyllostomidae;Sturnira;Sturnira mordax;Sturnira mordax;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0998;BFR054;BFA216;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP0999;BFR054;BFA216;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1000;BFR054;BFA216;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1001;BFR054;BFA216;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1002;BFR054;BFA216;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1003;BFR054;BFA216;Phyllostomidae;Carollia;Carollia castanea;Carollia castanea;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1004;BFR054;BFA216;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1005;BFR054;BFA216;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1006;BFR054;BFA216;Phyllostomidae;Micronycteris;Micronycteris microtis;Micronycteris microtis;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1007;BFR054;BFA216;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira parvidens;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1008;BFR054;BFA216;Vespertilionidae;Myotis;Myotis keaysi;Myotis pilosatibialis;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1009;BFR054;BFA216;Phyllostomidae;Uroderma;Uroderma bilobatum;Uroderma convexum;NA;Human-madestructure Tent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1010;BFR055;BFA217;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;16;NA;7;9;0;8;1;NA;1;NA;2;The sum of the individuals reported is not equal to the value reported in the study
BFBPOP1011;BFR055;BFA217;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1012;BFR055;BFA217;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1013;BFR055;BFA217;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;50;NA;23;27;8;30;3;NA;1;NA;8;NA
BFBPOP1014;BFR055;BFA217;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1015;BFR055;BFA217;Phyllostomidae;Mimon;Mimon crenulatum;Gardnerycteris crenulatum;NA;Foliage;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1016;BFR055;BFA217;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;48;NA;31;17;0;25;16;NA;3;NA;4;NA
BFBPOP1017;BFR055;BFA217;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;47;NA;27;20;10;23;3;NA;2;NA;9;NA
BFBPOP1018;BFR056;BFA218;Mormoopidae;Mormoops;Mormoops blainvillii;Mormoops blainvillii;NA;Cave;40;NA;21;19;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1019;BFR056;BFA218;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus portoricensis;NA;Cave;9;NA;6;3;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1020;BFR057;BFA219;Phyllostomidae;Desmodus;Desmodus rotundus ;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1021;BFR057;BFA219;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1022;BFR057;BFA220;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1023;BFR057;BFA221;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1024;BFR057;BFA221;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1025;BFR057;BFA222;Phyllostomidae;Glossophaga;Glossophaga sp.;Glossophaga sp.;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1026;BFR057;BFA223;Phyllostomidae;Macrotus;Macrotus waterhousii;Macrotus waterhousii;NA;Cave Human-madestructure;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1027;BFR057;BFA223;Phyllostomidae;Leptonycteris;Leptonycteris yerbabuenae;Leptonycteris yerbabuenae;NA;Cave Human-madestructure;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1028;BFR057;BFA224;Phyllostomidae;Macrotus;Macrotus waterhousii;Macrotus waterhousii;NA;Cave Human-madestructure;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1029;BFR057;BFA225;Phyllostomidae;Glossophaga;Glossophaga sp.;Glossophaga sp.;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1030;BFR057;BFA225;Phyllostomidae;Leptonycteris;Leptonycteris sp.;Leptonycteris sp.;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1031;BFR057;BFA226;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;Foliage Human-madestructure Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1032;BFR057;BFA226;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1033;BFR057;BFA227;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1034;BFR057;BFA227;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;Cave Human-madestructure;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1035;BFR057;BFA228;Phyllostomidae;Mimon;Mimon cozumelae;Mimon cozumelae;NA;Cave Human-madestructure;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1036;BFR057;BFA229;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1037;BFR057;BFA230;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1038;BFR057;BFA231;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1039;BFR057;BFA232;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1040;BFR058;BFA233;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;42;YES;21;21;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1041;BFR059;BFA234;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1042;BFR059;BFA234;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1043;BFR059;BFA234;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1044;BFR059;BFA234;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1045;BFR059;BFA234;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1046;BFR059;BFA234;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1047;BFR059;BFA234;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1048;BFR059;BFA234;Vespertilionidae;Myotis;Myotis riparius;Myotis riparius;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1049;BFR059;BFA234;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1050;BFR059;BFA234;Phyllostomidae;Platyrrhinus;Platyrrhinus recifinus;Platyrrhinus recifinus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1051;BFR059;BFA234;Phyllostomidae;Trachops;Trachops cirrhosus;Trachops cirrhosus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1052;BFR059;BFA234;Phyllostomidae;Vampyressa;Vampyressa pusilla;Vampyressa pusilla;NA;Foliage Human-madestructure Tent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1053;BFR060;BFA156;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1054;BFR060;BFA156;Phyllostomidae;Artibeus;Artibeus fimbriatus;Artibeus fimbriatus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1055;BFR060;BFA156;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1056;BFR060;BFA156;Phyllostomidae;Artibeus;Artibeus obscurus;Artibeus obscurus;NA;Foliage Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1057;BFR060;BFA156;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1058;BFR060;BFA156;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1059;BFR060;BFA156;Phyllostomidae;Chrotopterus;Chrotopterus auritus;Chrotopterus auritus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1060;BFR060;BFA156;Phyllostomidae;Dermanura;Dermanura cinerea;Artibeus cinereus;NA;Foliage Tent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1061;BFR060;BFA156;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1062;BFR060;BFA156;Phyllostomidae;Diphylla;Diphylla ecaudata;Diphylla ecaudata;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1063;BFR060;BFA156;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1064;BFR060;BFA156;Phyllostomidae;Lonchophylla;Lonchophylla peracchii;Lonchophylla peracchii;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1065;BFR060;BFA156;Phyllostomidae;Micronycteris;Micronycteris minuta;Micronycteris minuta;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1066;BFR060;BFA156;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1067;BFR060;BFA156;Phyllostomidae;Platyrrhinus;Platyrrhinus lineatus;Platyrrhinus lineatus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1068;BFR060;BFA156;Phyllostomidae;Platyrrhinus;Platyrrhinus recifinus;Platyrrhinus recifinus;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1069;BFR060;BFA156;Phyllostomidae;Sturnira;Sturnira lilium;Sturnira lilium;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1070;BFR060;BFA156;Phyllostomidae;Vampyressa;Vampyressa pusilla;Vampyressa pusilla;NA;Foliage Human-madestructure Tent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1071;BFR061;BFA235;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mexicanus;NA;Cave;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1072;BFR061;BFA236;Emballonuridae;Balantiopteryx;Balantiopteryx plicata;Balantiopteryx plicata;NA;Cave Human-madestructure;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1073;BFR061;BFA236;Natalidae;Natalus;Natalus mexicanus;Natalus mexicanus;NA;Treecavity;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1074;BFR061;BFA236;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mexicanus;NA;Cave;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1075;BFR061;BFA237;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1076;BFR061;BFA237;Phyllostomidae;Leptonycteris;Leptonycteris yerbabuenae;Leptonycteris yerbabuenae;NA;Cave Human-madestructure;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1077;BFR061;BFA237;Mormoopidae;Pteronotus;Pteronotus davyi;Pteronotus fulvus;NA;Cave;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1078;BFR061;BFA237;Mormoopidae;Pteronotus;Pteronotus personatus;Pteronotus psilotis;NA;Cave;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1079;BFR061;BFA238;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1080;BFR061;BFA239;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1081;BFR061;BFA240;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1082;BFR061;BFA240;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1083;BFR061;BFA240;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1084;BFR061;BFA241;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1085;BFR061;BFA241;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;Foliage;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1086;BFR061;BFA241;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1087;BFR061;BFA242;Mormoopidae;Pteronotus;Pteronotus personatus;Pteronotus psilotis;NA;Cave;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1088;BFR061;BFA243;Phyllostomidae;Leptonycteris;Leptonycteris yerbabuenae;Leptonycteris yerbabuenae;NA;Cave Human-madestructure;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1089;BFR061;BFA243;Mormoopidae;Mormoops;Mormoops megalophylla;Mormoops megalophylla;NA;Cave;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1090;BFR061;BFA243;Mormoopidae;Pteronotus;Pteronotus davyi;Pteronotus fulvus;NA;Cave;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1091;BFR061;BFA244;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;Foliage;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1092;BFR061;BFA245;Natalidae;Natalus;Natalus mexicanus;Natalus mexicanus;NA;Treecavity;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1093;BFR061;BFA245;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;Foliage;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1094;BFR061;BFA245;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1095;BFR061;BFA246;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mexicanus;NA;Cave;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1096;BFR061;BFA247;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mexicanus;NA;Cave;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1097;BFR061;BFA247;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1098;BFR061;BFA248;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1099;BFR061;BFA249;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1100;BFR061;BFA249;Mormoopidae;Mormoops;Mormoops megalophylla;Mormoops megalophylla;NA;Cave;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1101;BFR061;BFA249;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mexicanus;NA;Cave;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1102;BFR061;BFA250;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1103;BFR061;BFA251;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mexicanus;NA;Cave;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1104;BFR061;BFA252;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1105;BFR061;BFA253;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1106;BFR061;BFA254;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP1107;BFR061;BFA254;Phyllostomidae;Choeroniscus;Choeroniscus godmani;Choeroniscus godmani;NA;Cave Treecavity;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
