BatPopulationCode;RefCode;SiteCode;BatFamily;BatGenus;BatSpecies;CurrentBatSpecies;BatSubspecies;BatRoost;BatCaptureNumber;BatMarks;BatFemales;BatMales;BatJuvenile;BatAdult;BatLactatingFemales;BatNonreproductiveFemales;BatPregnantFemales;BatNonreproductiveMales;BatScrotalTestesMales;Observations
BFBPOP2049;BFR154;BFA604;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2050;BFR154;BFA605;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2051;BFR154;BFA606;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2052;BFR154;BFA607;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2053;BFR154;BFA607;Phyllostomidae;Monophyllus;Monophyllus redmani;Monophyllus redmani;NA;Cave Human-madestructure;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2054;BFR154;BFA608;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2055;BFR154;BFA609;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2056;BFR154;BFA610;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2057;BFR154;BFA610;Phyllostomidae;Erophylla;Erophylla sezekorni;Erophylla bombifrons;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2058;BFR154;BFA610;Phyllostomidae;Monophyllus;Monophyllus redmani;Monophyllus redmani;NA;Cave Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2059;BFR154;BFA611;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2060;BFR154;BFA612;Phyllostomidae;Monophyllus;Monophyllus redmani;Monophyllus redmani;NA;Cave Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2061;BFR154;BFA613;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2062;BFR154;BFA614;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2063;BFR154;BFA615;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2064;BFR154;BFA616;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2065;BFR155;BFA617;Phyllostomidae;Vampyrodes;Vampyrops helleri;Platyrrhinus helleri;NA;Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2066;BFR156;BFA618;Thyropteridae;Thyroptera;Thyroptera tricolor;Thyroptera tricolor;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2067;BFR157;BFA619;Phyllostomidae;Anoura;Anoura caudifer;Anoura caudifer;NA;Cave Human-madestructure Treecavity;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2068;BFR157;BFA619;Phyllostomidae;Carollia;Carollia brevicauda;Carollia brevicauda;NA;Cave Foliage Human-madestructure Treecavity;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2069;BFR157;BFA619;Phyllostomidae;Enchisthenes;Enchisthenes hartii;Enchisthenes hartii;NA;Treecavity;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2070;BFR157;BFA619;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga soricina;NA;Cave Human-madestructure Treecavity;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2071;BFR157;BFA619;Vespertilionidae;Myotis;Myotis oxyotus;Myotis oxyotus;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2072;BFR157;BFA619;Vespertilionidae;Myotis;Myotis nigricans;Myotis nigricans;NA;Treecavity;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2073;BFR157;BFA619;Phyllostomidae;Sturnira;Sturnira ludovici;Sturnira ludovici;NA;Human-madestructure;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2074;BFR157;BFA619;Phyllostomidae;Dermanura;Dermanura bogotensis;Artibeus bogotensis;NA;NA;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2075;BFR157;BFA619;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2076;BFR157;BFA619;Phyllostomidae;Platyrrhinus;Platyrrhinus helleri;Platyrrhinus helleri;NA;Foliage Human-madestructure Tent Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2077;BFR157;BFA619;Phyllostomidae;Platyrrhinus;Platyrrhinus vittatus;Platyrrhinus vittatus;NA;Cave Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2078;BFR157;BFA619;Vespertilionidae;Histiotus;Histiotus montanus;Histiotus cadenai;NA;Cave;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2079;BFR157;BFA619;Vespertilionidae;Myotis;Myotis keaysi;Myotis keaysi;NA;Treecavity;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2080;BFR158;BFA620;Vespertilionidae;Myotis;Myotis velifer;Myotis velifer;NA;Human-madestructure Treecavity;426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2081;BFR158;BFA620;Vespertilionidae;Corynorhinus;Plecotus townsendi;Corynorhinus townsendii;NA;Cave Human-madestructure;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2082;BFR159;BFA621;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2083;BFR159;BFA621;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2084;BFR159;BFA621;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2085;BFR159;BFA621;Phyllostomidae;Carollia;Carollia sowelli;Carollia sowelli;NA;Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2086;BFR159;BFA621;Phyllostomidae;Dermanura;Dermanura sp.;Artibeus sp.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2087;BFR159;BFA621;Phyllostomidae;Dermanura;Dermanura tolteca;Artibeus toltecus;NA;Cave Foliage Human-madestructure Tent ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2088;BFR159;BFA621;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2089;BFR159;BFA621;Vespertilionidae;Eptesicus;Eptesicus fuscus;Eptesicus fuscus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2090;BFR159;BFA621;Phyllostomidae;Glossophaga;Glossophaga soricina;Glossophaga mutica;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2091;BFR159;BFA621;Vespertilionidae;Myotis;Myotis keaysi;Myotis pilosatibialis;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2092;BFR159;BFA621;Vespertilionidae;Myotis;Myotis velifer;Myotis velifer;NA;Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2093;BFR159;BFA621;Mormoopidae;Pteronotus;Pteronotus parnellii;Pteronotus mesoamericanus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2094;BFR159;BFA621;Phyllostomidae;Sturnira;Sturnira parvidens;Sturnira parvidens;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2095;BFR159;BFA621;Phyllostomidae;Sturnira;Sturnira hondurensis;Sturnira hondurensis;NA;Foliage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2096;BFR160;BFA622;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2097;BFR160;BFA623;Phyllostomidae;Brachyphylla;Brachyphylla cavernarum;Brachyphylla cavernarum;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2098;BFR160;BFA624;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2099;BFR160;BFA625;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2100;BFR161;BFA626;Phyllostomidae;Desmodus;Desmodus rotundus;Desmodus rotundus;NA;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2101;BFR161;BFA626;Phyllostomidae;Phyllostomus;Phyllostomus discolor;Phyllostomus discolor;NA;Cave Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2102;BFR161;BFA626;Phyllostomidae;Uroderma;Uroderma bilobatum;Uroderma convexum;NA;Human-madestructure Tent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2103;BFR161;BFA626;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2104;BFR161;BFA626;Phyllostomidae;Lonchophylla;Lonchophylla robusta;Lonchophylla robusta;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2105;BFR161;BFA627;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2106;BFR161;BFA627;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2107;BFR161;BFA628;Phyllostomidae;Anoura;Anoura geoffroyi;Anoura geoffroyi;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2108;BFR161;BFA628;Phyllostomidae;Dermanura;Artibeus cinereus;Artibeus cinereus;NA;Foliage Tent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2109;BFR161;BFA628;Phyllostomidae;Sturnira;Sturnira ludovici;Sturnira hondurensis;NA;Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2110;BFR161;BFA629;Phyllostomidae;Artibeus;Artibeus jamaicensis;Artibeus jamaicensis;NA;Cave Foliage Human-madestructure Tent Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2111;BFR161;BFA630;Phyllostomidae;Phyllostomus;Phyllostomus hastatus;Phyllostomus hastatus;NA;Cave Foliage Human-madestructure Termitenest Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2112;BFR162;BFA631;Vespertilionidae;Myotis;Myotis grisescens;Myotis grisescens;NA;NA;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2113;BFR163;BFA290;Phyllostomidae;Artibeus;Artibeus lituratus;Artibeus lituratus;NA;Cave Foliage Human-madestructure Treecavity;140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2114;BFR163;BFA290;Phyllostomidae;Artibeus;Artibeus planirostris;Artibeus planirostris;NA;Foliage;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2115;BFR163;BFA290;Phyllostomidae;Carollia;Carollia perspicillata;Carollia perspicillata;NA;Cave Foliage Human-madestructure Treecavity;72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2116;BFR164;BFA632;Vespertilionidae;Myotis;Myotis occultus;Myotis occultus;NA;NA;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Including only fresh host
BFBPOP2117;BFR165;BFA633;Phyllostomidae;Platalina;Platalina genovensium;Platalina genovensium;NA;Cave;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2118;BFR166;BFA634;Mormoopidae;Mormoops;Mormoops megalophylla;Mormoops megalophylla;NA;Cave;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2119;BFR166;BFA634;Phyllostomidae;Leptonycteris;Leptonycteris nivalis;Leptonycteris nivalis;NA;Cave Human-madestructure;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2120;BFR166;BFA634;Vespertilionidae;Myotis;Myotis yumanensis;Myotis yumanensis;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2121;BFR166;BFA634;Vespertilionidae;Myotis;Myotis velifer;Myotis velifer;NA;Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2122;BFR166;BFA634;Vespertilionidae;Myotis;Myotis thysanodes;Myotis thysanodes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2123;BFR166;BFA634;Vespertilionidae;Myotis;Myotis volans;Myotis volans;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2124;BFR166;BFA634;Vespertilionidae;Pipistrellus;Pipistrellus hesperus;Parastrellus hesperus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2125;BFR166;BFA634;Vespertilionidae;Eptesicus;Eptesicus fuscus;Eptesicus fuscus;NA;Cave;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2126;BFR166;BFA634;Vespertilionidae;Lasiurus;Lasiurus cinereus;Lasiurus cinereus;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2127;BFR166;BFA634;Vespertilionidae;Euderma;Euderma maculatum;Euderma maculatum;NA;Cave Human-madestructure;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2128;BFR166;BFA634;Vespertilionidae;Corynorhinus;Plecotus townsendi;Corynorhinus townsendii;NA;Cave Human-madestructure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2129;BFR166;BFA634;Vespertilionidae;Antrozous;Antrozous pallidus;Antrozous pallidus;NA;Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2130;BFR167;BFA635;Vespertilionidae;Corynorhinus;Corynorhinus rafinesquii;Corynorhinus rafinesquii;pallescens;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BFBPOP2131;BFR167;BFA636;Vespertilionidae;Corynorhinus;Corynorhinus rafinesquii;Corynorhinus rafinesquii;pallescens;Cave Human-madestructure Treecavity;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
